"MLog","EntryDate","RelDate","RelSite","State","County","City","Waterway","Photos","FormComplete","CondStop","BottomFeed","NatVeg","VegType","MonthsVeg","ExpWater","DisplayType","RelType","MonthsExpWater","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","Status","CreateBy","CreateDate","UpdateBy","UpdateDate"
1082,2010-02-10 13:52:17.057,2010-02-08 00:00:00.000,Southern basin off the Earman River ,FL,Palm Beach,N. Palm Beach,Earman River,0,0,0,1,1,sea grass,"01",1,B,B,"11",mrodriguez,326,N,2010-02-08 00:00:00.000,242,N,2010-01-14 00:00:00.000,,MSQ,1,jlinvill,2010-02-10 13:52:17.057,jlinvill,2010-02-10 13:54:58.150
1088,2009-09-19 12:22:06.177,2009-08-24 00:00:00.000,Sanibel Island Boat Ramp,FL,Lee,Sanibel Island,Gulf,1,1,0,1,1,seagrass,"04",1,B,B,"04",mrodriguez,453,Y,2009-08-18 00:00:00.000,117,N,2009-08-18 00:00:00.000,,MSQ,1,jlinvill,2009-09-19 12:22:06.177,jlinvill,2009-09-25 12:40:41.787
1089,2009-08-28 22:47:12.400,2009-09-01 00:00:00.000,St. John's River,FL,Putnam,Palatka,St. John's River,1,1,1,1,1,hydrilla,"05",1,F,F,"05",dmurphy,70,N,2009-08-27 00:00:00.000,149,N,2009-08-27 00:00:00.000,To be released with adoptive cow LPZ102717 and her biological calf LPZ102718,LPZ,1,vedmonds,2009-08-28 22:47:12.400,vedmonds,2009-09-20 15:51:47.843
1092,2009-08-28 22:34:01.187,2009-08-31 00:00:00.000,Terra Ceia Bay,FL,Manatee,Palmetto,Terra Ceia Bay,1,1,1,,,,,0,,,,dmurphy,440,N,2009-08-27 00:00:00.000,289,N,2009-08-27 00:00:00.000,,LPZ,1,vedmonds,2009-08-28 22:34:01.187,vedmonds,2009-09-20 15:19:48.253
1093,2009-08-28 22:43:37.087,2009-09-01 00:00:00.000,St. John's River,FL,Putnam,Palatka,St. John's River,1,1,1,1,1,hydrilla,"04",1,F,F,"04",dmurphy,68,N,2009-08-27 00:00:00.000,152,N,2009-08-27 00:00:00.000,To be released with dam LPZ102717 and adopted calf for dam LPZ102705,LPZ,1,vedmonds,2009-08-28 22:43:37.087,vedmonds,2009-09-20 15:54:10.737
1094,2010-05-24 13:17:49.833,2010-05-19 00:00:00.000,Jug Creek,FL,Lee,Bookelia,Charlotte harbor,0,0,0,,,,,0,,,,dmurphy,313,N,2010-05-17 00:00:00.000,237,N,2010-05-17 00:00:00.000,,SFM,1,mmargold,2010-05-24 13:17:49.833,mmargold,2010-08-05 17:19:07.913
1100,2010-10-13 13:38:01.143,2010-09-30 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,1,1,1,,,,,0,,,,sgearhart,336,N,2010-09-30 00:00:00.000,236,N,2010-09-30 00:00:00.000,,SWF,1,slehr,2010-10-13 13:38:01.143,slehr,2010-10-13 13:43:11.993
1108,2011-01-11 12:27:16.287,2011-01-18 00:00:00.000,Fort Lauderdale Manatee Sanctuary,FL,Broward,Fort Lauderdale,Manatee Sanctuary at Port Everglades,1,1,0,1,1,sea grass,"04",1,B,B,>12,mrodriguez,342,Y,2011-01-11 00:00:00.000,236,N,2011-01-06 00:00:00.000,,MSQ,1,jlinvill,2011-01-11 12:27:16.287,jlinvill,2011-02-16 12:42:31.347
1109,2009-12-04 12:03:47.033,2009-12-15 00:00:00.000,Miami Seaquarium boat basin,FL,Miami/Dade,Miami,Biscane Bay,1,1,1,1,1,seagrass,"01",1,B,B,"01",mrodriguez,590,Y,2009-12-01 00:00:00.000,296,N,2009-12-01 00:00:00.000,,MSQ,1,jlinvill,2009-12-04 12:03:47.033,jlinvill,2009-12-17 10:28:55.527
1115,2010-02-18 12:37:53.553,2010-02-22 00:00:00.000,"Salt Springs, Ocala Nat. Forest",FL,Marion,Salt Springs,Salt Springs River,0,0,0,1,,,,1,F,F,"02",sgearhart,252,N,2010-02-10 00:00:00.000,237,N,2010-02-17 00:00:00.000,"Jingles was originally rescued from Salt Springs due
to severe weight lost, she did pass some monofilament line
during her rehab. She will be tagged and monitored for health reasons for a short duration, plus for data on the salt springs animals,she is not an MRP animal.








",SWF,1,bwagoner,2010-02-18 12:37:53.553,bwagoner,2010-02-23 07:25:28.757
1116,2012-01-26 17:17:30.030,2012-02-13 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Crystal River,1,0,1,1,1,Coontail,"03",1,F,F,>12,rball,305,N,2012-01-24 00:00:00.000,230,N,2012-01-24 00:00:00.000,,HSSWP,1,slowe,2012-01-26 17:17:30.030,slowe,2012-02-17 16:09:52.633
1117,2010-02-27 14:55:35.537,2010-03-02 00:00:00.000,Earman River,FL,Palm Beach,N. Palm Beach,Earman River,1,0,0,1,,,,1,B,B,"02",mrodriguez,566,Y,2010-02-27 00:00:00.000,299,N,2010-02-26 00:00:00.000,Pregnant manatee,MSQ,1,jlinvill,2010-02-27 14:55:35.537,jlinvill,2010-03-03 10:38:27.533
1130,2011-01-28 12:29:59.203,2010-11-23 00:00:00.000,Apollo Beach Nature Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,500,Y,2010-11-18 00:00:00.000,237,U,2010-11-18 00:00:00.000,,FWS,1,nadimey,2011-01-28 12:29:59.203,nadimey,2011-01-28 12:30:36.020
1130,2011-02-04 13:00:35.623,2010-11-23 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,1,,hydrilla,,0,F,B,,rball,268,N,2010-11-23 00:00:00.000,237,N,2010-11-18 00:00:00.000,,LPZ,0,dszemer,2011-02-04 13:00:35.623,D,2011-02-04 13:00:35.623
1131,2012-02-05 15:17:44.440,2012-01-30 00:00:00.000,Berkley,FL,Brevard,Sattelite Beach,Berkley Canal,1,1,0,1,1,seagrass,"03",1,B,B,"03",mrodriguez,354,N,2012-01-30 00:00:00.000,256,N,2012-01-30 00:00:00.000,"Released with Sluffy.
MSTm1107",MSQ,1,jlinvill,2012-02-05 15:17:44.440,jlinvill,2012-02-05 15:22:07.770
1132,2010-04-04 15:17:07.817,2010-04-06 00:00:00.000,Desoto Canal,FL,Brevard,"Satellite Beach, FL",Desoto Canal,0,0,0,,,,,0,,,,lcroft,264,N,2010-04-03 00:00:00.000,230,N,2010-04-03 00:00:00.000,Originally rescued due to cold stress from the Desoto Canal,SWF,1,bwagoner,2010-04-04 15:17:07.817,bwagoner,2011-01-12 16:23:32.920
1132,2011-01-12 16:19:43.840,2011-04-07 00:00:00.000,Desoto Canal (Banana River),FL,Brevard,Satellite Beach,Banana River,0,0,0,,,,,0,,,,lcroft,269,N,2010-04-06 00:00:00.000,226,N,2010-04-06 00:00:00.000,,SWF,1,bwagoner,2011-01-12 16:19:43.840,bwagoner,2011-01-12 16:23:32.920
1133,2010-02-10 13:04:44.067,2010-02-17 00:00:00.000,Crystal River,FL,Citrus,"Crystal River, FL",Crystal River,0,0,0,1,1,Sea grass,"01",1,F,F,"04",sgearhart,266,N,2010-02-08 00:00:00.000,232,N,2010-02-08 00:00:00.000,"SWFTm0922B was originally rescued from Crystal River
by USFWS back on 10/26/09.",SWF,1,bwagoner,2010-02-10 13:04:44.067,bwagoner,2010-02-18 11:37:54.317
1138,2010-03-23 14:06:25.100,2010-03-25 00:00:00.000,MacArthur Beach State Park,FL,Palm Beach,North Palm Beach,Intercoastal,1,0,0,1,,,,1,B,B,"02",mrodriguez,408,Y,2010-03-22 00:00:00.000,275,N,2010-03-22 00:00:00.000,"Fortress is being released with her calf, Wrinkles (MSTm1005).",MSQ,1,jlinvill,2010-03-23 14:06:25.100,jlinvill,2010-03-27 14:41:08.493
1139,2010-03-23 14:10:07.147,2010-03-25 00:00:00.000,MacArthur Beach State Park,FL,Palm Beach,North Palm Beach,Intercoastal,1,0,0,1,,,,1,B,B,"02",mrodriguez,49,Y,2010-03-22 00:00:00.000,130,N,2010-03-22 00:00:00.000,"Wrinkles is being released with her mom, Fortress (MSTm1004)",MSQ,1,jlinvill,2010-03-23 14:10:07.147,jlinvill,2010-03-27 14:44:04.290
1144,2010-02-21 11:47:08.587,2010-03-02 00:00:00.000,Lake Worth Lagoon,FL,Palm Beach,"Lake Worth, FL",Lake Worth Lagoon,0,0,0,1,,,,0,,,,sgearhart,106,N,2010-02-20 00:00:00.000,150,N,2010-01-27 00:00:00.000,"Animal was origianlly rescued along with mother ""Dewey"" (SWFTm1004B) both due to cold stress from Vero Beach. Both have been together during rehab, Barros was observed still nursing from mom as well as eating solid food (lettuce).",SWF,1,bwagoner,2010-02-21 11:47:08.587,bwagoner,2010-03-02 15:01:30.303
1145,2013-01-31 13:19:58.210,2013-02-04 00:00:00.000,Homosassa Springs Wildlife Park,FL,Citrus,Homosassa,Homosassa Springs,1,0,0,1,1,seagrass,"02",1,B,F,"02",mrodriguez,288,N,2013-01-15 00:00:00.000,236,N,2013-01-15 00:00:00.000,,MSQ,1,jlinvill,2013-01-31 13:19:58.210,slowe,2013-03-27 14:53:47.703
1146,2010-09-21 08:14:36.663,2010-09-21 00:00:00.000,Matlacha Park,FL,Lee,Matlacha ,Matlacha Pass/Pine Island Sound,1,1,1,1,1,hydrilla,"05",0,F,B,"00",mwalsh,472,N,2010-09-16 00:00:00.000,291,N,2010-09-16 00:00:00.000,"released with calf, LPZ102795",LPZ,1,vedmonds,2010-09-21 08:14:36.663,vedmonds,2010-11-11 15:48:37.853
1146,2010-11-11 15:46:21.120,2010-09-21 00:00:00.000,Matlacha Park,FL,Lee,Matlacha,Matlacha Pass,1,1,1,,,,,0,,,,mwalsh,471,N,2010-08-10 00:00:00.000,291,N,2010-08-10 00:00:00.000,to be released with calf LPZ102795,LPZ,1,vedmonds,2010-11-11 15:46:21.120,vedmonds,2010-11-11 15:48:37.853
1147,2011-02-10 13:00:17.967,2011-02-10 00:00:00.000,Homosassa Springs Wildlife State Park,FL,Citrus,Homosassa,Homosassa River ,1,0,0,,,,,0,,,,mwalsh,289,N,2011-02-04 00:00:00.000,239,N,2011-01-21 00:00:00.000,,HSSWP,1,slowe,2011-02-10 13:00:17.967,slowe,2011-02-10 13:02:13.533
1151,2012-01-24 11:50:57.770,2012-02-13 00:00:00.000,Three Sisters Spring,FL,Citrus,Crystal River,Three Sisters Spring,1,1,1,1,1,hydrilla,>12,1,F,F,,rball,308,N,2011-12-14 00:00:00.000,247,N,2012-01-13 00:00:00.000,"health assessment performed with FWRI-MMPL
temporary tag attached",LPZ,1,vedmonds,2012-01-24 11:50:57.770,vedmonds,2012-02-13 17:39:59.040
1152,2012-01-17 12:29:57.243,2012-01-17 00:00:00.000,Apollo Beach,FL,Hillsborough,Apollo Beach,TampaBay,1,0,0,1,1,"Water Lettuce, Water hyacinth","03",0,,,,dmurphy,395,N,2012-01-12 00:00:00.000,253,N,2012-01-12 00:00:00.000,,SFM,1,mmargold,2012-01-17 12:29:57.243,mmargold,2012-01-19 13:24:00.157
1153,2011-02-04 10:11:03.790,2010-11-23 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,0,0,,,,,0,,,,rball,358,N,2010-11-23 00:00:00.000,247,N,2010-11-18 00:00:00.000,,LPZ,1,dszemer,2011-02-04 10:11:03.790,dszemer,2011-02-04 10:13:00.793
1154,2010-09-21 08:12:50.270,2010-09-21 00:00:00.000,Matlacha Park,FL,Lee,Matlacha ,Matlacha Pass/Pine Island Sound,1,1,1,1,1,hydrilla,"05",0,F,B,"00",mwalsh,195,N,2010-09-16 00:00:00.000,203,N,2010-09-16 00:00:00.000,"released with dam, LPZ102794",LPZ,1,vedmonds,2010-09-21 08:12:50.270,vedmonds,2010-11-11 15:53:40.450
1154,2010-11-11 15:52:59.737,2010-09-21 00:00:00.000,Matlacha Park,FL,Lee,Matlacha,Matlacha Pass,1,1,1,,,,,0,,,,mwalsh,195,N,2010-08-10 00:00:00.000,176,N,2010-09-16 00:00:00.000,released with dam LPZ102794,LPZ,1,vedmonds,2010-11-11 15:52:59.737,vedmonds,2010-11-11 15:53:40.450
1156,2010-05-14 11:20:46.440,2010-05-19 00:00:00.000,Port Everlades-near Port Authority building,FL,Broward,Fort Lauderdale,Manatee Sanctuary at Port Everglades,1,1,0,1,1,sea grass,"01",1,B,B,"03",mrodriguez,340,Y,2010-05-13 00:00:00.000,241,N,2010-05-13 00:00:00.000,,MSQ,1,jlinvill,2010-05-14 11:20:46.440,jlinvill,2010-05-20 14:12:33.093
1158,2010-05-14 11:07:08.380,2010-05-18 00:00:00.000,Kars Park,FL,Brevard,Merritt Island,Banana River,1,1,0,1,1,seagrass,"01",1,B,B,"03",mrodriguez,385,Y,2010-05-13 00:00:00.000,238,N,2010-05-13 00:00:00.000,Will be released with Kringle ,MSQ,1,jlinvill,2010-05-14 11:07:08.380,jlinvill,2010-05-20 14:03:03.223
1160,2010-06-08 22:35:15.863,2010-06-10 00:00:00.000,Indian Mound Park,FL,Sarasota,Englewood,Lemon Bay,1,1,1,1,1,hydrilla,"04",1,F,B,"04",gmyers,294,Y,2010-06-08 00:00:00.000,241,N,2010-05-20 00:00:00.000,,LPZ,1,vedmonds,2010-06-08 22:35:15.863,vedmonds,2010-06-22 07:01:17.753
1162,2010-05-04 19:41:33.010,2010-05-04 00:00:00.000,Crystal River,FL,Citrus,Crystal River,Kings Bay,1,0,0,,,,,0,,,,mlowe,475,N,2010-04-27 00:00:00.000,111,N,2010-04-27 00:00:00.000,"Dr. Mike Walsh, Veterinarian ",HSSWP,1,slowe,2010-05-04 19:41:33.010,slowe,2010-05-04 20:01:35.020
1165,2011-10-25 12:04:09.113,2011-11-09 00:00:00.000,Earman River Boat ramp,FL,Palm Beach,Riviera Beach,earman river,0,0,0,,,,,0,,,,mrodriguez,500,Y,2011-10-25 00:00:00.000,258,Y,2011-10-25 00:00:00.000,"She will be weighed on released date, and morphometric and pictures taken then as well. She is flying in from Cincinati Zoo and will be transported via truck to the release location which is very close to her original rescue location. MSQ and FWC will aassist with this release.",MSQ,1,mrodriguez,2011-10-25 12:04:09.113,jlinvill,2011-11-15 15:00:59.583
1169,2011-03-06 13:29:51.763,2011-03-07 00:00:00.000,Berkeley    Canal,FL,Brevard,Satellite Beach,Berkeley Canal,0,0,0,,,,,0,,,,sgearhart,309,N,2010-10-20 00:00:00.000,257,N,2010-10-20 00:00:00.000,"Animal was originally rescued from the DeSoto Canal, will be released with another animal (SWFTm1011B)",SWF,1,bwagoner,2011-03-06 13:29:51.763,bwagoner,2011-03-08 06:47:19.787
1170,2011-03-06 13:25:21.247,2011-03-07 00:00:00.000,Berkeley Canal,FL,Brevard,Satellite Beach,Berkeley Canal,0,0,0,,,,,0,,,,sgearhart,227,N,2010-10-20 00:00:00.000,221,N,2010-10-20 00:00:00.000,"Animal was originally rescue from DeSoto Canal, will be released with another animal (SWFTm1010B)",SWF,1,bwagoner,2011-03-06 13:25:21.247,bwagoner,2011-03-08 06:54:00.700
1172,2010-07-14 12:37:16.157,2010-07-20 00:00:00.000,Rio Vista Neighborhood,FL,Palm Beach,Jupiter,Loxahatchee River,0,0,0,,,,,0,,,,mrodriguez,249,Y,2010-07-07 00:00:00.000,235,N,2010-07-07 00:00:00.000,To be released with Wildcat (MSTm 1020),MSQ,1,jlinvill,2010-07-14 12:37:16.157,jlinvill,2010-07-24 12:33:38.690
1174,2010-11-11 16:19:44.330,2010-10-07 00:00:00.000,Mandarin,FL,Duval,Jacksonville,Julington Creek,1,1,1,,,,,0,,,,mwalsh,750,N,2010-08-10 00:00:00.000,320,N,2010-08-10 00:00:00.000,"Because this manatee was pregnant, the health assessment was brief and only PIT tags and other essentials were done",LPZ,1,vedmonds,2010-11-11 16:19:44.330,vedmonds,2010-11-11 16:21:30.270
1175,2010-11-12 08:54:35.157,2010-10-06 00:00:00.000,Palm Ave Boat Ramp,FL,Volusia,Ormond Beach,Tomoka River,1,1,1,,,,,0,,,,mwalsh,653,N,2010-08-10 00:00:00.000,290,N,2010-08-17 00:00:00.000,released with calf LPZ102836,LPZ,1,vedmonds,2010-11-12 08:54:35.157,vedmonds,2010-11-12 08:55:13.850
1176,2012-01-31 16:23:01.823,2012-02-07 00:00:00.000,Warm Mineral Springs,FL,Sarasota,North Port,Warm Mineral Springs,1,0,0,1,1,seagrass,"03",1,B,B,"03",mrodriguez,354,Y,2012-01-30 00:00:00.000,256,N,2012-01-30 00:00:00.000,,MSQ,1,jlinvill,2012-01-31 16:23:01.823,jlinvill,2012-02-29 17:26:00.020
1181,2011-03-10 11:08:31.023,2011-03-07 00:00:00.000,Berkeley Canal,FL,Brevard,Satallite Beach,Banana River,1,0,0,,,,,0,,,,dmurphy,340,N,2011-02-09 00:00:00.000,248,N,2011-02-09 00:00:00.000,,SFM,1,mmargold,2011-03-10 11:08:31.023,mmargold,2011-03-10 11:21:03.860
1190,2011-02-23 16:14:47.790,2011-02-24 00:00:00.000,Three Sisters,FL,Citrus,Crystal River,Crystal River,0,0,0,1,,,,0,F,F,,sgearhart,216,N,2011-01-25 00:00:00.000,209,N,2011-01-25 00:00:00.000,Animal originally rescued by FWC on 6/23/2010 due to watercraft/impact,SWF,1,bwagoner,2011-02-23 16:14:47.790,bwagoner,2011-02-27 13:08:38.247
1193,2010-08-16 10:35:02.107,2010-08-26 00:00:00.000,KARS Park,FL,Brevard,Merritt Island,Banana River,0,0,0,,,,,0,,,,sgearhart,309,N,2010-08-10 00:00:00.000,257,N,2010-08-10 00:00:00.000,,SWF,1,bwagoner,2010-08-16 10:35:02.107,bwagoner,2010-08-29 15:21:21.560
1196,2010-07-14 12:33:20.000,2010-07-20 00:00:00.000,Rio Vista Neighborhood,FL,Palm Beach,Jupiter,Loxahatchee River,0,0,0,1,,,,1,B,B,"01",mrodriguez,317,Y,2010-07-07 00:00:00.000,246,N,2010-07-07 00:00:00.000,To be release with Marlin (MSTm1015),MSQ,1,jlinvill,2010-07-14 12:33:20.000,jlinvill,2010-07-24 12:37:45.690
1199,2010-08-16 10:31:42.967,2010-08-24 00:00:00.000,KARS Park,FL,Brevard,Merritt Island,Banana River,0,0,0,,,,,0,,,,lcroft,286,N,2010-08-10 00:00:00.000,252,N,2010-08-10 00:00:00.000,,SWF,1,bwagoner,2010-08-16 10:31:42.967,bwagoner,2010-08-25 16:56:34.410
1200,2010-07-09 02:15:22.080,2010-06-15 00:00:00.000,"Palm Ave Boat Ramp, 401 Palm Ave ",FL,Volusia,Ormond Beach,Tomoka River,1,1,1,,,,,0,,,,gmyers,358,N,2010-06-15 00:00:00.000,249,N,2010-03-25 00:00:00.000,,LPZ,1,vedmonds,2010-07-09 02:15:22.080,vedmonds,2010-07-09 02:16:08.550
1201,2010-11-12 09:08:39.547,2010-10-06 00:00:00.000,Palm Ave Boat Ramp,FL,Volusia,Ormond Beach,Tomoka River,1,1,1,1,1,hydrilla,"05",0,,,,mwalsh,130,N,2010-08-10 00:00:00.000,144,N,2010-08-17 00:00:00.000,released with dam LPZ102809,LPZ,1,vedmonds,2010-11-12 09:08:39.547,vedmonds,2010-11-12 09:09:06.753
1202,2015-08-07 08:24:49.847,2015-08-04 00:00:00.000,Cracker Creek,FL,Volusia,Port Orange,Cracker Creek,0,0,0,1,1,seagrass,"03",0,B,B,>12,mstelling,562,N,2015-08-04 00:00:00.000,323,N,2015-07-09 00:00:00.000,,MSQ,1,jlinvill,2015-08-07 08:24:49.847,jlinvill,2015-08-07 08:27:18.680
1206,2014-01-30 12:58:03.870,2014-01-26 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring/St. John's River,1,1,1,1,1,hydrilla/hyacinth,"04",1,F,F,"04",rball,324,N,2013-12-19 00:00:00.000,239,N,2013-12-19 00:00:00.000,,LPZ,1,vedmonds,2014-01-30 12:58:03.870,vedmonds,2014-01-30 13:55:27.480
1206,2015-01-18 15:24:50.850,2015-01-20 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange,Blye Spring/ St. John's River,1,1,1,1,1,hydrilla,>12,0,,,,rball,395,N,2014-12-04 00:00:00.000,249,N,2014-12-04 00:00:00.000,,LPZ,1,vedmonds,2015-01-18 15:24:50.850,vedmonds,2015-02-01 10:42:16.603
1206,2015-02-01 10:40:41.020,2015-01-20 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange City,Blue Spring,1,1,1,,,,,0,,,,rball,395,N,2014-12-04 00:00:00.000,249,N,2014-12-04 00:00:00.000,,LPZ,1,vedmonds,2015-02-01 10:40:41.020,vedmonds,2015-02-01 10:42:16.603
1207,2010-11-12 10:00:53.860,2010-11-17 00:00:00.000,Parrish Park,FL,Brevard,Titusville,Indian River,1,1,1,,,,,0,,,,mwalsh,540,N,2010-08-09 00:00:00.000,289,N,2010-11-05 00:00:00.000,,LPZ,1,vedmonds,2010-11-12 10:00:53.860,vedmonds,2010-11-18 07:47:03.787
1213,2013-02-01 17:36:02.573,2013-02-04 00:00:00.000,Homosassa Springs Wildlife Park,FL,Citrus,Homosassa,Homosassa Spring,1,1,1,1,1,hydrilla,>12,1,F,F,>12,rball,306,Y,2013-01-28 00:00:00.000,240,N,2013-01-28 00:00:00.000,Manatee will be tagged and tracked by Sea to Shore Alliance,LPZ,1,vedmonds,2013-02-01 17:36:02.573,vedmonds,2013-02-06 14:35:27.447
1223,2013-01-31 07:02:16.347,2013-02-04 00:00:00.000,Ellie Schiller Wildlife Park,FL,Citrus,Homosassa ,Homosassa River,1,1,0,1,1,water hyacinth,"01",1,F,F,>12,dmurphy,313,N,2013-01-07 00:00:00.000,244,N,2013-01-30 00:00:00.000,,SFM,1,mmargold,2013-01-31 07:02:16.347,mmargold,2013-02-06 09:24:00.183
1225,2011-02-24 12:18:15.070,2010-11-29 00:00:00.000,New Smyrna Beach,FL,Volusia,New Smyrna Beach,Mosquito Lagoon,1,1,1,,,,,0,,,,rball,374,N,2010-10-28 00:00:00.000,276,N,2010-11-05 00:00:00.000,,LPZ,1,vedmonds,2011-02-24 12:18:15.070,vedmonds,2011-02-24 12:18:40.337
1226,2011-02-24 12:21:44.660,2010-11-29 00:00:00.000,New Smyrna Beach,FL,Volusia,New Smyrna Beach,Mosquito Lagoon,1,1,1,,,,,0,,,,rball,111,N,2010-10-28 00:00:00.000,178,N,2010-11-05 00:00:00.000,,LPZ,1,vedmonds,2011-02-24 12:21:44.660,vedmonds,2011-02-24 12:22:59.780
1229,2011-02-06 14:56:27.303,2011-02-09 00:00:00.000,Earman River,FL,Palm Beach,North Palm Beach,Earman River,1,0,0,1,1,sea grass,"01",1,B,B,"01",mrodriguez,138,N,2011-01-21 00:00:00.000,196,N,2011-01-21 00:00:00.000,,MSQ,1,jlinvill,2011-02-06 14:56:27.303,jlinvill,2011-02-16 13:06:23.680
1235,2014-01-09 12:52:31.620,2014-01-07 00:00:00.000,Orange Harbor Mobile Home Park,FL,Lee,Ft. Myers,Orange River,1,0,0,1,1,seagrass,"01",1,B,B,"03",mrodriguez,306,N,2014-01-07 00:00:00.000,249,N,2013-12-05 00:00:00.000,,MSQ,1,jlinvill,2014-01-09 12:52:31.620,jlinvill,2014-01-09 12:58:32.077
1246,2011-03-06 16:26:22.023,2011-02-18 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,172,N,2011-02-08 00:00:00.000,219,N,2011-02-08 00:00:00.000,to be released with LPZ102873 and LPZ102875,LPZ,1,vedmonds,2011-03-06 16:26:22.023,vedmonds,2011-03-06 16:27:05.493
1247,2011-03-06 16:29:18.857,2011-02-18 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,185,N,2011-02-08 00:00:00.000,207,N,2011-02-08 00:00:00.000,"released with LPZ102875, LPZ102872",LPZ,1,vedmonds,2011-03-06 16:29:18.857,vedmonds,2011-03-06 16:29:36.500
1248,2011-03-06 16:31:57.080,2011-02-18 00:00:00.000,Apollo Beach Park,FL,Hillsborough,Apollo Beach,Tampa Bay,1,1,1,,,,,0,,,,rball,179,N,2011-02-08 00:00:00.000,209,N,2011-02-08 00:00:00.000,"to be released with LPZ102872, LPZ102873",LPZ,1,vedmonds,2011-03-06 16:31:57.080,vedmonds,2011-03-06 16:32:25.420
1252,2011-02-14 09:54:37.680,2011-02-15 00:00:00.000,Anchorage Park boat ramp,FL,Palm Beach,North Palm Beach,Earman River,0,0,0,,,,,0,,,,mrodriguez,600,Y,2011-02-14 00:00:00.000,240,N,2011-02-02 00:00:00.000,Will be released with Nighingale (MSTm0902) before she gives birth to calf ,MSQ,1,jlinvill,2011-02-14 09:54:37.680,jlinvill,2011-02-16 13:20:46.567
1253,2012-01-31 16:31:00.960,2012-02-07 00:00:00.000,Anchorage Park boat ramp,FL,Palm Beach,North Palm Beach,Earman River,1,0,0,,,,,0,,,,mrodriguez,426,Y,2012-01-31 00:00:00.000,269,N,2012-01-11 00:00:00.000,,MSQ,1,jlinvill,2012-01-31 16:31:00.960,jlinvill,2012-02-08 16:47:43.353
1254,2012-02-05 10:37:47.590,2012-02-07 00:00:00.000,Berkeley Canal,FL,Brevard,Satellite Beach,Berkeley Canal/Banana River,0,0,0,1,,,,0,,,,lcroft,293,N,2011-07-07 00:00:00.000,227,N,2011-07-07 00:00:00.000,Mud Puppy will be released along with Bodacious (SWFTm1111B) FWC will take photos of both at release for USGS Sirenia. ,SWF,1,bwagoner,2012-02-05 10:37:47.590,bwagoner,2012-02-08 07:17:47.920
1258,2011-09-26 11:18:07.860,2011-09-29 00:00:00.000,BSSP ,FL,Volusia,Orange City,St. Johns River,0,0,0,1,,,,1,F,F,,lcroft,298,N,2011-07-07 00:00:00.000,240,N,2011-07-07 00:00:00.000,Animal will actually be released at the French Ave boat ramp just on the north side of BSSP. Photos will be taken the day of release and sent to USGS Sirenia.,SWF,1,bwagoner,2011-09-26 11:18:07.860,bwagoner,2011-09-29 19:00:18.343
1259,2011-08-04 17:13:21.110,2011-08-11 00:00:00.000,KARS Park,FL,Brevard,Meritt Island,Banana River,0,0,0,,,,,0,,,,lcroft,332,N,2011-07-07 00:00:00.000,250,N,2011-07-07 00:00:00.000,"Animal will not be FB due to some scarring already, photos will be taken day of release and sent to USGS Sirenia",SWF,1,bwagoner,2011-08-04 17:13:21.110,bwagoner,2011-08-11 18:11:45.613
1263,2012-02-05 15:31:25.540,2012-01-30 00:00:00.000,Berkley,FL,Brevard,Satellite Beach,Berkley Canal,1,1,0,1,1,seagrass,"01",1,B,B,"11",mrodriguez,379,N,2012-01-30 00:00:00.000,245,N,2012-01-30 00:00:00.000,Released with Bernice MSTm1111,MSQ,1,jlinvill,2012-02-05 15:31:25.540,jlinvill,2012-02-05 15:32:03.543
1264,2022-07-27 06:52:30.293,2022-07-27 00:00:00.000,"Round Island Riverside Park, Indian River County",FL,Indian River,Vero Beach,Indian River Lagoon,1,1,0,,,,,0,,,,enolan,652,N,2022-07-12 00:00:00.000,299,N,2022-05-19 00:00:00.000,,LVS,1,lmcduffie,2022-07-27 06:52:30.293,lmcduffie,2022-07-28 10:17:54.250
1264,2022-07-29 06:02:11.733,2022-07-27 00:00:00.000,Round Island Riverside Park,FL,Indian River,Vero Beach,Indian River Lagoon,1,1,0,,,,,0,,,,enolan,652,N,2022-07-12 00:00:00.000,299,N,2022-05-19 00:00:00.000,,LVS,0,tcalleson,2022-07-29 06:02:11.733,D,2022-07-29 06:02:11.733
