"MLog","RescueDate","RescuePerDay","State","County","City","Waterway","Latitude","Longitude","Pregnant","Health","RescueType","PrimCauseID","PrimText","SecCauseID","SecText","WhereRel","Dead","Tracker","Transporter","FacTransTo","VetID","PartOrg","FloodGate","Pot","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
64,2019-03-16 00:00:00.000,1,FL,Monroe,Tavernier,Florida Bay,25.025981,-80.512237,U,S,A,Enta,,,,,0,,,,,Dolphin Research Center (DRC)and FWC Volunteer Kit Curtain under direction of FWC SEFL.,,,,,,305,Y,2019-03-16 00:00:00.000,"DRC used cutting pole to remove monofilament which was deeply embedded around both flippers and formed a 2-inch-wide mass of line that “handcuffed” the manatee.  The entanglements were associated with swollen, white scar tissue at the proximal third of both flippers. All gear was removed. FWC volunteer Kit Curtain also responded and verified manatee was gear-free. Dually was reported with a second year calf. ",DRC,ngordon,2020-04-20 11:17:26.373,D,2020-04-20 11:17:26.373
64,2019-04-07 00:00:00.000,1,FL,Monroe,Tavernier,Cotton Key Basin,25.000997,-80.537553,U,S,U,Enta,,,,,0,,,,,FWC Volunteer Kit Curtain,,,,,,305,Y,2019-04-07 00:00:00.000,The monofilament that was over the dorsum was cut but line remained wrapped around each flipper. An estimated 8 inches of monofilament was still trailing from each flipper.   ,FWCT,ngordon,2020-04-20 12:36:31.150,D,2020-04-20 12:36:31.150
64,2020-04-21 00:00:00.000,1,FL,Monroe,Tavernier,Florida Bay,24.993642,-80.542852,Y,S,A,Enta,,,,,0,,,,mrodriguez,"Dolphin Research Center, Dolphins Plus, Miami Seaquarium, FWRI fisheries, FWC LE",,,,,,332,N,2020-04-21 00:00:00.000,,FWCT,aperna,2020-10-18 10:02:52.433,D,2020-10-18 10:02:52.433
65,2000-01-28 00:00:00.000,1,FL,Palm Beach,Riviera Beach,Lake Worth-RBPP,26.763610,-80.050830,U,U,B,NaCs,,NaDp,,,0,,MSQ,MSQ,mrodriguez,,,U,78,N,2000-01-28 00:00:00.000,155,N,2000-01-28 00:00:00.000,,MSQ,pcook,2000-01-29 00:00:00.000,dszemer,2010-12-02 09:20:30.897
66,2000-02-17 00:00:00.000,1,FL,Palm Beach,North Palm Beach,North Palm Beach Canal,26.829170,-80.073890,U,U,B,NaCs,,NaDp,,,0,,MSQ,MSQ,mrodriguez,,,U,204,Y,2000-02-17 00:00:00.000,195,N,2000-02-17 00:00:00.000,,MSQ,rrose,2000-02-18 00:00:00.000,dszemer,2010-12-02 09:16:41.600
67,2000-05-28 00:00:00.000,1,FL,Palm Beach,Boca Raton,Residential canal,26.407920,-80.073720,U,U,B,Enta,,,,,0,,MSQ,MSQ,mrodriguez,,,U,177,N,2000-05-28 00:00:00.000,211,N,2000-05-28 00:00:00.000,,Unk,rrose,2000-06-06 00:00:00.000,D,2009-07-09 13:59:06.707
69,1996-01-05 00:00:00.000,1,FL,Palm Beach,Riviera Beach,Lake Worth,26.764440,-80.049720,U,S,A,Enta,,,,,0,,,,,,,U,0,U,1996-01-05 00:00:00.000,295,N,1996-01-05 00:00:00.000,,FWCT,pcook,1996-01-05 00:00:00.000,dszemer,2010-11-19 11:02:21.623
70,1997-08-10 00:00:00.000,1,FL,Miami/Dade,Miami,Blue Lagoon,25.781870,-80.277280,U,U,B,BoIm,,,,,1,,MSQ,MSQ,mrodriguez,,,U,210,N,1997-08-10 00:00:00.000,200,Y,1997-08-10 00:00:00.000,,Unk,boucher,1997-08-11 00:00:00.000,D,2009-07-09 13:59:06.707
71,1997-11-01 00:00:00.000,1,FL,Broward,Pompano Beach,Cypress Creek,26.215150,-80.118440,M,U,B,NaDp,,,,,0,,MSQ,MSQ,mrodriguez,,,U,39,N,1997-11-05 00:00:00.000,118,N,1997-11-05 00:00:00.000,,MSQ,boucher,1997-11-03 00:00:00.000,dszemer,2010-12-01 11:46:25.953
72,1998-01-09 00:00:00.000,1,FL,Palm Beach,Jupiter,Sim's Creek,26.940833,-80.121000,U,U,B,NaCs,,NaDp,,,0,,MSQ,MSQ,mrodriguez,FDEP SE,,U,122,Y,1998-01-12 00:00:00.000,198,N,1998-01-12 00:00:00.000,,MSQ,boucher,1998-01-12 00:00:00.000,dszemer,2011-04-04 11:00:02.883
73,1998-02-22 00:00:00.000,1,FL,Broward,Ft. Lauderdale,Intake canal,26.086670,-80.126110,U,U,A,TrPo,,,,,0,,,Unk,mrodriguez,,,U,250,Y,1998-02-22 00:00:00.000,250,U,1998-02-22 00:00:00.000,,Unk,boucher,1998-02-23 00:00:00.000,D,2009-07-09 13:59:06.707
74,1999-05-11 00:00:00.000,1,FL,Monroe,Key Largo,Tarpon Bay,25.120280,-80.418890,U,U,B,BoIm,,,,,0,,DRC,MSQ,mrodriguez,,,U,363,Y,1999-05-11 00:00:00.000,251,N,1999-05-11 00:00:00.000,,MSQ,rrose,1999-05-14 00:00:00.000,dszemer,2010-12-01 13:30:34.257
74,2016-01-06 00:00:00.000,1,FL,Monroe,Tavernier,Florida Bay,24.997040,-80.545240,M,C,B,BoIm,,,,,1,,FWCT,MMPL,,,,,411,N,2016-01-07 00:00:00.000,307,N,2016-01-07 00:00:00.000,,FWCT,ahowell,2016-03-25 07:44:14.703,dszemer,2016-08-31 14:06:32.287
75,1999-07-17 00:00:00.000,1,FL,Broward,Ft. Lauderdale,North Fork New River,26.116100,-80.164470,U,U,B,BoPr,,,,,0,,DRC,MSQ,mrodriguez,"FWC SE, Miami Seaquarium",,U,409,N,1999-07-17 00:00:00.000,275,N,1999-07-17 00:00:00.000,,MSQ,rrose,1999-10-01 00:00:00.000,dszemer,2010-12-02 09:06:21.730
76,1999-10-13 00:00:00.000,1,FL,Miami/Dade,Miami,Snapper Creek Canal,25.669450,-80.283890,U,U,B,Enta,,,,,0,,MSQ,MSQ,mrodriguez,,,U,636,N,1999-10-13 00:00:00.000,286,N,1999-10-13 00:00:00.000,,Unk,rrose,1999-10-22 00:00:00.000,D,2009-07-09 13:59:06.707
77,1991-05-22 00:00:00.000,1,FL,Lee,Fort Myers,Estero bay,26.435280,-81.916750,U,U,B,BoIm,,,,,1,,,Unk,unk,,,U,0,U,1991-05-22 00:00:00.000,340,U,1991-05-22 00:00:00.000,,Unk,nadimey,1991-05-22 00:00:00.000,D,2009-07-09 13:59:06.707
78,1990-06-11 00:00:00.000,1,PR,San Juan,Ocean Park,Unknown,89.999900,-179.999900,U,U,A,NaDp,,,,,0,,,Unk,lfigueroao,,,U,0,U,1990-06-11 00:00:00.000,175,U,1990-06-11 00:00:00.000,,Unk,amignucci,1990-06-11 00:00:00.000,D,2009-07-09 13:59:06.707
79,1990-08-01 00:00:00.000,1,PR,Guayama,Guaryama,Unknown,89.999900,-179.999900,U,U,A,NaDp,,,,,0,,,Unk,lfigueroao,,,U,0,U,1990-08-01 00:00:00.000,120,U,1990-08-01 00:00:00.000,,Unk,amignucci,1990-08-01 00:00:00.000,D,2009-07-09 13:59:06.707
80,1991-09-10 00:00:00.000,1,PR,Dorado,Durado,Unknown,18.475000,-66.250000,U,U,A,NaDp,,,,,0,,,,,,,U,0,U,1991-09-10 00:00:00.000,120,U,1991-09-10 00:00:00.000,,CSN,amignucci,1992-11-01 00:00:00.000,dszemer,2009-08-26 16:28:14.283
81,1991-11-02 00:00:00.000,1,PR,Toa Baja,San Juan,Unknown,18.438330,-66.180000,U,U,B,NaUn,,,,,0,,,CSN,lfigueroao,,,U,28,U,1991-11-02 00:00:00.000,115,U,1991-11-02 00:00:00.000,,Unk,amignucci,1991-11-02 00:00:00.000,D,2009-07-09 13:59:06.707
82,1993-05-28 00:00:00.000,1,PR,Santurse,Santurce,Punta Las Marias,89.999900,-179.999900,U,U,B,NaUn,,,,,0,,CSN,CSN,dmoore,,,U,30,N,1993-05-28 00:00:00.000,124,N,1993-05-28 00:00:00.000,,Unk,amignucci,1993-08-03 00:00:00.000,D,2009-07-09 13:59:06.707
83,1995-07-15 00:00:00.000,1,PR,Puerto Rico,Guayama,Unknown,89.999900,-179.999900,U,U,B,NaUn,,,,,0,,CSN,CSN,lfigueroao,,,U,18,U,1995-07-15 00:00:00.000,102,U,1995-07-15 00:00:00.000,,Unk,amignucci,1995-07-15 00:00:00.000,D,2009-07-09 13:59:06.707
84,1998-10-01 00:00:00.000,1,PR,Puerto Rico,Manati,"Mar Chiquita, Manati",89.999900,-179.999900,U,U,B,NaDp,,,,,0,,CSN,CSN,abenitezbi,,,U,22,N,1998-10-01 00:00:00.000,106,N,1998-10-01 00:00:00.000,,Unk,amignucci,1998-10-01 00:00:00.000,D,2009-07-09 13:59:06.707
85,1996-08-28 00:00:00.000,1,PR,Cabo Rojo,Cabol Rojo,Unknown,89.999900,-179.999900,U,U,B,NaUn,,,,,0,,CSN,CSN,lfigueroao,,,U,30,U,1996-08-28 00:00:00.000,118,U,1996-08-28 00:00:00.000,,Unk,amignucci,1996-08-28 00:00:00.000,D,2009-07-09 13:59:06.707
86,1997-10-11 00:00:00.000,1,PR,Santa Isabel,Santa Isabel,Unknown,89.999900,-179.999900,U,U,B,BoIm,,,,,1,,CSN,CSN,lfigueroao,,,U,0,U,1997-10-11 00:00:00.000,120,U,1997-10-11 00:00:00.000,,Unk,amignucci,1997-10-11 00:00:00.000,D,2009-07-09 13:59:06.707
87,1999-05-27 00:00:00.000,1,PR,Guayama,Guayama,"Playa Los Machetes, Guayama",89.999900,-179.999900,U,U,B,NaDp,,,,,0,,CSN,CSN,lfigueroao,,,U,40,N,1999-05-27 00:00:00.000,131,N,1999-05-27 00:00:00.000,,Unk,amignucci,1999-05-27 00:00:00.000,D,2009-07-09 13:59:06.707
88,1999-07-23 00:00:00.000,1,PR,Loiza,Loiza,Loiza Puerto Rico,18.431670,-66.836670,U,U,B,NaUn,,,,,0,,DNR,CSN,lfigueroao,,,U,15,Y,1999-07-23 00:00:00.000,95,N,1999-07-23 00:00:00.000,,Unk,unk,1999-07-23 00:00:00.000,D,2009-07-09 13:59:06.707
89,1999-09-14 00:00:00.000,1,PR,Fajardo,Bahia Las Croabas,Bahia Las Croabas,18.365000,-65.625000,U,U,B,NaUn,,,,,0,,CSN,CSN,lfigueroao,,,U,23,Y,1999-09-14 00:00:00.000,108,N,1999-09-14 00:00:00.000,,Unk,hhorta,1999-09-14 00:00:00.000,D,2009-07-09 13:59:06.707
90,1999-11-11 00:00:00.000,1,PR,Luquillo,Luquillo,"Rio Mameyes, Luquillo Puerto Rico",18.388330,-65.750000,U,U,B,NaUn,,,,,0,,CSN,CSN,lfigueroao,,,U,30,N,1999-11-11 00:00:00.000,119,N,1999-11-11 00:00:00.000,,Unk,rodriguezl,1999-11-11 00:00:00.000,D,2009-07-09 13:59:06.707
91,2000-04-22 00:00:00.000,1,PR,Mayaguez,Mayaguez,La Boquilla,18.078330,-65.781670,U,U,A,NaDp,,,,,0,,,Unk,lfigueroao,,,U,0,U,2000-04-22 00:00:00.000,119,N,2000-04-22 00:00:00.000,,Unk,amignucci,2000-04-22 00:00:00.000,D,2009-07-09 13:59:06.707
92,2000-10-26 00:00:00.000,1,PR,Guanica,Ensenada,La Pieza,17.965000,-66.930000,U,U,B,NaOt,,,,,1,,CSN,CSN,lfigueroao,,,U,277,N,2000-10-26 00:00:00.000,260,N,2000-10-26 00:00:00.000,,Unk,amignucci,2000-12-05 00:00:00.000,D,2009-07-09 13:59:06.707
93,1981-01-16 00:00:00.000,1,FL,Broward,Ft. Lauderdale,Intake canal,89.999900,-179.999900,U,U,A,TrPo,Undetermined,,,,0,,,,,,,U,150,U,1981-01-16 00:00:00.000,190,U,1981-01-16 00:00:00.000,,DEP,unk,1981-01-16 00:00:00.000,nadimey,2009-08-19 12:18:11.847
94,2000-03-14 00:00:00.000,1,FL,Indian River,Sebastain,Indian River,27.811420,-80.464230,U,U,B,BoBo,,,,,1,,FWC,FWC,unk,,,U,572,N,2000-03-14 00:00:00.000,320,N,2000-03-14 00:00:00.000,,Unk,aspellman,2000-03-22 00:00:00.000,D,2009-07-09 13:59:06.707
95,2000-04-17 00:00:00.000,1,FL,Brevard,Cocoa beach,Banana River,28.358333,-80.615000,U,U,A,Enta,,,,,0,,,,,"FWC EC, FWC LE, Cocoa Beach PD",,U,0,U,2000-04-15 00:00:00.000,305,N,2000-04-15 00:00:00.000,,FWCIR,aspellman,2000-04-19 00:00:00.000,dszemer,2011-06-06 09:58:46.377
96,2000-11-19 00:00:00.000,1,FL,Indian River,Vero,Canal,27.730830,-80.393610,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,2000-11-19 00:00:00.000,244,U,2000-11-19 00:00:00.000,,Unk,unk,2000-11-19 00:00:00.000,D,2009-07-09 13:59:06.707
97,1998-07-09 00:00:00.000,1,FL,Volusia,New Smyrna,New Smyrna Beach,29.073330,-80.925000,U,U,A,NaTi,,,,,0,,,Unk,unk,,,U,0,U,1998-07-09 00:00:00.000,335,N,1998-07-09 00:00:00.000,,Unk,aspellman,1998-07-10 00:00:00.000,D,2009-07-09 13:59:06.707
98,1998-11-15 00:00:00.000,1,FL,Brevard,Melbourne,Indian River,28.079170,-80.580560,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1998-11-15 00:00:00.000,175,U,1998-11-15 00:00:00.000,,Unk,aspellman,1998-11-18 00:00:00.000,D,2009-07-09 13:59:06.707
99,1998-12-10 00:00:00.000,1,FL,Brevard,Melbourne,Indian River,27.928330,-80.476670,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1998-12-10 00:00:00.000,320,Y,1998-12-10 00:00:00.000,,Unk,aspellman,1998-12-10 00:00:00.000,D,2009-07-09 13:59:06.707
100,1999-04-11 00:00:00.000,1,FL,Brevard,Cocoa beach,Banana River,28.432220,-80.653340,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,204,Y,1999-04-11 00:00:00.000,152,N,1999-04-11 00:00:00.000,,Unk,jsmith,1999-04-18 00:00:00.000,D,2009-07-09 13:59:06.707
101,1994-05-03 00:00:00.000,1,FL,Brevard,Satellite Beach,Indian River Lagoon,28.211670,-80.608330,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1994-05-03 00:00:00.000,280,U,1994-05-03 00:00:00.000,,Unk,aspellman,1994-05-09 00:00:00.000,D,2009-07-09 13:59:06.707
102,1994-09-24 00:00:00.000,1,FL,Volusia,Ormond Beach,Tomoka River,29.297140,-81.074130,U,U,B,NaUn,,,,,1,,DEP,SWF,swright,,,U,38,U,1994-09-24 00:00:00.000,131,N,1994-09-24 00:00:00.000,,Unk,aspellman,1994-09-26 00:00:00.000,D,2009-07-09 13:59:06.707
103,1995-07-06 00:00:00.000,1,FL,Brevard,Melbourne,Melbourne Harbor,38.076670,-80.578330,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1995-07-06 00:00:00.000,245,Y,1995-07-06 00:00:00.000,,Unk,unk,1995-07-06 00:00:00.000,D,2009-07-09 13:59:06.707
104,1995-07-18 00:00:00.000,1,FL,Brevard,Sebastian,Sebastian Inlet,27.861670,-80.450000,U,U,A,NaTi,,,,,0,,,Unk,unk,,,U,909,Y,1995-07-18 00:00:00.000,340,N,1995-07-18 00:00:00.000,,Unk,aspellman,1995-07-18 00:00:00.000,D,2009-07-09 13:59:06.707
105,1995-12-12 00:00:00.000,1,FL,Brevard,Palm Shores,Lake Washington,28.129330,-80.711670,U,U,A,TrOt,,,,,0,,SWF,,,,,U,0,U,1995-12-13 00:00:00.000,277,N,1995-12-13 00:00:00.000,,SWF,rrunnells,1996-12-13 00:00:00.000,dszemer,2011-05-31 13:41:41.220
106,1996-05-22 00:00:00.000,1,FL,Brevard,Sebastian,Sebastian River- North fork,27.833330,-80.508330,U,U,A,Enta,,,,,0,,,Unk,mwalsh,,,U,0,U,1996-05-22 00:00:00.000,323,N,1996-05-22 00:00:00.000,,Unk,bwagoner,1996-05-22 00:00:00.000,D,2009-07-09 13:59:06.707
107,1996-09-16 00:00:00.000,1,FL,Brevard,Titusville,"Indian River Lagoon, S. Shoreline",28.620000,-80.806660,U,U,A,Enta,,,,,0,,DEP,Unk,unk,,,U,0,U,1996-09-16 00:00:00.000,274,U,1996-09-16 00:00:00.000,,Unk,unk,1996-09-16 00:00:00.000,D,2009-07-09 13:59:06.707
108,1996-09-20 00:00:00.000,1,FL,Brevard,Sebastian,Sebastian Inlet,27.860000,-80.450000,U,U,A,NaTi,,,,,0,,,Unk,unk,,,U,636,Y,1996-09-20 00:00:00.000,292,N,1996-09-20 00:00:00.000,,Unk,aspellman,1996-09-20 00:00:00.000,D,2009-07-09 13:59:06.707
109,1996-10-26 00:00:00.000,1,FL,Brevard,Cocoa Beach,N side of canal paralleling St. Croix Ave.,28.365000,-80.611660,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1996-10-26 00:00:00.000,275,Y,1996-10-26 00:00:00.000,,Unk,aspellman,1996-11-01 00:00:00.000,D,2009-07-09 13:59:06.707
110,1997-07-14 00:00:00.000,1,FL,Indian River,Unknown,Sebastian Inlet,27.813890,-80.423330,U,U,A,NaTi,,,,,0,,,Unk,unk,,,U,0,U,1997-07-14 00:00:00.000,335,Y,1997-07-14 00:00:00.000,,Unk,aspellman,1997-07-14 00:00:00.000,D,2009-07-09 13:59:06.707
111,1997-07-19 00:00:00.000,1,FL,Volusia,New Smyrna,Halifax River,28.939720,-80.847220,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1997-07-19 00:00:00.000,280,U,1997-07-19 00:00:00.000,,Unk,jsmith,1997-07-19 00:00:00.000,D,2009-07-09 13:59:06.707
112,1995-06-20 00:00:00.000,1,FL,Clay,Jacksonville,St Johns River,30.171670,-81.696660,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1995-06-20 00:00:00.000,259,N,1995-06-20 00:00:00.000,,Unk,unk,1995-06-20 00:00:00.000,D,2009-07-09 13:59:06.707
113,1997-06-12 00:00:00.000,1,FL,Clay,Green Cove Springs,Green Cove Springs,29.981670,-81.636670,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1997-06-12 00:00:00.000,244,U,1997-06-12 00:00:00.000,,Unk,bbrooks,1997-06-12 00:00:00.000,D,2009-07-09 13:59:06.707
114,2000-04-20 00:00:00.000,1,FL,Duval,Jacksonville,JU Docksnear downtown JAX,30.363320,-81.614900,U,U,B,BoIm,,,,,1,,SWF,SWF,unk,,,U,458,U,2000-04-20 00:00:00.000,299,U,2000-04-20 00:00:00.000,,Unk,cthomas,2000-04-22 00:00:00.000,D,2009-07-09 13:59:06.707
115,1999-04-11 00:00:00.000,1,FL,St. Johns,Palm Valley,Intercoastal Waterway Palm Valley,30.131550,-81.385050,U,U,B,NaEm,,,,,1,,CTT,Unk,dbuesse,,,U,514,N,1999-04-11 00:00:00.000,318,N,1999-04-11 00:00:00.000,,Unk,cthomas,1999-04-14 00:00:00.000,D,2009-07-09 13:59:06.707
116,1999-09-21 00:00:00.000,1,FL,Duval,Jacksonville,Ortega River,30.259160,-81.703800,U,U,B,NaUn,,,,,1,,CTT,FDEP,unk,,,U,34,U,1999-09-21 00:00:00.000,125,Y,1999-09-21 00:00:00.000,,Unk,cthomas,1999-09-23 00:00:00.000,D,2009-07-09 13:59:06.707
117,1996-06-05 00:00:00.000,1,FL,Pinellas,Bay Aristocrat Mobile Village,Basin,27.943330,-82.726670,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1996-06-05 00:00:00.000,278,N,1996-06-05 00:00:00.000,,Unk,unk,1996-06-05 00:00:00.000,D,2009-07-09 13:59:06.707
118,1996-12-04 00:00:00.000,1,FL,Hillsborough,Tampa,Teco Power plant,27.797220,-82.416660,U,U,A,Enta,,,,,0,,DEP,Unk,unk,,,U,0,U,1996-12-04 00:00:00.000,175,U,1996-12-04 00:00:00.000,,Unk,mross,1997-02-06 00:00:00.000,D,2009-07-09 13:59:06.707
119,1998-04-15 00:00:00.000,1,FL,Pinellas,Clearwater,Old Tampa Bay,27.926670,-82.691670,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1998-04-15 00:00:00.000,165,N,1998-04-15 00:00:00.000,,Unk,tpitchford,1998-04-15 00:00:00.000,D,2009-07-09 13:59:06.707
120,2000-05-15 00:00:00.000,1,FL,Palm Beach,Juno Beach,Lake Worth Creek,26.894170,-80.071660,U,U,A,Enta,"triple, treble hook lure, top hook in upper lip, bottom hook in lower lip, animal unable to open mouth",,,,0,,,,,,,U,0,U,2000-05-15 00:00:00.000,270,Y,2000-05-15 00:00:00.000,,FWCT,unk,2000-05-15 00:00:00.000,dszemer,2010-12-02 09:27:28.053
121,2000-06-25 00:00:00.000,1,FL,Indian River,Vero Beach,Vero Shores,27.565560,-80.365550,U,U,A,Enta,,,,,0,,,Unk,sgearhart,,,U,318,N,2000-06-25 00:00:00.000,255,N,2000-06-25 00:00:00.000,,Unk,pcook,2000-06-25 00:00:00.000,D,2009-07-09 13:59:06.707
122,2000-07-06 00:00:00.000,1,FL,Palm Beach,Belle Glade,Lake Okechobee,26.742500,-80.578610,U,U,B,TrWC,,,,,0,,MSQ,MSQ,mrodriguez,,,U,272,Y,2000-07-06 00:00:00.000,225,N,2000-07-06 00:00:00.000,,Unk,rrose,2000-07-06 00:00:00.000,D,2009-07-09 13:59:06.707
123,2000-08-23 00:00:00.000,1,FL,Miami/Dade,Miami,Snapper Creek,25.717500,-80.293890,U,U,A,TrCu,,,,,0,,,Unk,mrodriguez,,,U,0,U,2000-08-23 00:00:00.000,244,Y,2000-08-23 00:00:00.000,,Unk,rrose,2000-09-30 00:00:00.000,D,2009-07-09 13:59:06.707
124,2000-08-23 00:00:00.000,1,FL,Miami/Dade,Miami,Snapper Creek,25.717500,-80.293890,U,U,A,TrCu,,,,,0,,,Unk,mrodriguez,,,U,0,U,2000-08-23 00:00:00.000,152,Y,2000-08-23 00:00:00.000,,Unk,wvelez,2000-08-29 00:00:00.000,D,2009-07-09 13:59:06.707
125,2000-11-02 00:00:00.000,1,FL,Palm Beach,Canal Point,L-10 Canal,26.864170,-80.633060,U,U,A,TrWC,,,,,0,,,,,,,U,0,U,2000-11-02 00:00:00.000,0,U,2000-11-02 00:00:00.000,,FWCT,pcook,2000-11-03 00:00:00.000,dszemer,2010-12-02 10:42:31.240
126,2000-12-23 00:00:00.000,1,FL,Palm Beach,Riviera Beach,Lake Worth-RBPP,26.763990,-80.050560,U,U,B,NaDp,,,,,1,,MSQ,MSQ,,FWC SE/FMP/Miami Seaquarium,,U,91,U,2000-12-23 00:00:00.000,174,N,2000-12-23 00:00:00.000,,MSQ,pcook,2000-12-23 00:00:00.000,dszemer,2010-12-02 10:44:51.977
127,1998-09-02 00:00:00.000,1,FL,Palm Beach,Boca Raton,Residential inland lake,26.348050,-80.109170,U,U,A,TrOt,,,,,0,,,Unk,unk,,,U,204,Y,1998-09-02 00:00:00.000,229,N,1998-09-02 00:00:00.000,,Unk,aperry,1998-09-09 00:00:00.000,D,2009-07-09 13:59:06.707
128,1999-01-02 00:00:00.000,1,FL,Martin,Port Mayaca,St. Lucie Canal,26.984170,-80.621670,U,U,A,TrOt,behind the manatee barrier of the southwest gate at Port Mayaca Lock,,,,0,,,,,FWC SE,,U,0,U,1999-01-02 00:00:00.000,220,Y,1999-01-02 00:00:00.000,,FWCT,pcook,1999-01-08 00:00:00.000,dszemer,2010-12-01 13:02:38.537
129,1999-03-12 00:00:00.000,1,FL,Monroe,Key Largo,Largo Sound,25.133310,-80.399270,U,U,B,BoIm,,,,,1,,,,,"FWC SE, DRC",,U,315,N,1999-03-12 00:00:00.000,267,N,1999-03-12 00:00:00.000,,FWCT,pcook,1999-03-18 00:00:00.000,dszemer,2010-12-01 13:04:57.233
130,1999-05-03 00:00:00.000,1,FL,Broward,Plantation,North New River Canal,26.104720,-80.265560,U,U,A,TrWC,,,,,0,,,,,"DEP SE, MARS, Plantation Water Control District",,U,0,U,1999-05-03 00:00:00.000,230,Y,1999-05-03 00:00:00.000,,FWCT,unk,1999-05-03 00:00:00.000,dszemer,2010-12-01 13:25:44.020
131,1999-11-23 00:00:00.000,1,FL,Palm Beach,Riviera Beach,Lake Worth-RBPP,26.763950,-80.050600,U,U,B,NaEm,,,,,0,,MSQ,MSQ,mrodriguez,,,U,145,N,1999-11-23 00:00:00.000,220,N,1999-11-23 00:00:00.000,,MSQ,rrose,1999-11-23 00:00:00.000,dszemer,2010-12-02 11:23:52.790
132,2000-03-06 00:00:00.000,1,FL,Collier,Port of the Islands,Faka Union Canal,25.950000,-81.506110,U,U,B,NaRe,,,,,0,,FWC,LPZ,dmurphy,,,U,500,N,2000-03-06 00:00:00.000,297,N,2000-03-06 00:00:00.000,,Unk,lkeith,2000-03-09 00:00:00.000,D,2009-07-09 13:59:06.707
133,2000-03-20 00:00:00.000,1,FL,Collier,Naples,North Rookery Bay Channel,26.050560,-81.778050,U,U,B,NaRe,,,,,0,,DEP,LPZ,dmurphy,,,U,284,N,2000-03-20 00:00:00.000,245,N,2000-03-20 00:00:00.000,,Unk,mbarlas,2000-03-21 00:00:00.000,D,2009-07-09 13:59:06.707
134,2000-04-04 00:00:00.000,1,FL,Collier,Naples,Gulf of Mexico,26.160000,-81.806110,U,U,B,NaRe,,,,,0,,,LPZ,dmurphy,,,U,613,Y,2000-04-04 00:00:00.000,317,U,2000-04-04 00:00:00.000,,Unk,jhackshaw,2000-04-05 00:00:00.000,D,2009-07-09 13:59:06.707
135,2000-05-16 00:00:00.000,1,FL,Collier,"Isles of Capri,","Isles of Capri, Johnson Bay",25.978980,-81.736470,U,U,B,NaEm,,,,,1,,,Unk,unk,,,U,11,N,2000-05-16 00:00:00.000,86,N,2000-05-16 00:00:00.000,,Unk,lkeith,2000-05-18 00:00:00.000,D,2009-07-09 13:59:06.707
136,2000-06-08 00:00:00.000,1,FL,Lee,Fort Myers,Estero Bay,26.435280,-81.917780,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,2000-06-08 00:00:00.000,274,Y,2000-06-08 00:00:00.000,,Unk,lkeith,2000-06-10 00:00:00.000,D,2009-07-09 13:59:06.707
137,2000-09-30 00:00:00.000,1,FL,Collier,Everglades City,Fakahatchee Bay,25.874220,-81.470790,U,U,B,BoBo,,,,,0,,,LPZ,dmurphy,,,U,375,N,2000-09-30 00:00:00.000,274,N,2000-09-30 00:00:00.000,,Unk,jhackshaw,2000-09-30 00:00:00.000,D,2009-07-09 13:59:06.707
138,2000-10-28 00:00:00.000,1,FL,Hendry,Denaud,Caloosahatchee Waterway,26.744750,-81.493650,U,U,B,BoPr,,,,,0,,FWC,LPZ,dmurphy,,,U,522,N,2000-10-28 00:00:00.000,305,N,2000-10-28 00:00:00.000,,Unk,lkeith,2000-10-30 00:00:00.000,D,2009-07-09 13:59:06.707
139,2000-11-08 00:00:00.000,1,FL,Collier,Bonita Beach,Bonita Beach,26.348330,-81.833340,U,U,B,BoIm,,,,,0,,FWC,LPZ,dmurphy,,,U,436,N,2000-11-08 00:00:00.000,297,N,2000-11-08 00:00:00.000,,Unk,jhackshaw,2000-11-14 00:00:00.000,D,2009-07-09 13:59:06.707
140,1995-06-14 00:00:00.000,1,FL,Lee,Ft Myers,Caloosahatchee River,26.642220,-81.875000,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1995-06-14 00:00:00.000,227,N,1995-06-14 00:00:00.000,,Unk,tpitchford,1995-06-14 00:00:00.000,D,2009-07-09 13:59:06.707
141,1995-10-28 00:00:00.000,1,FL,Lee,Unknown,Unknown,26.600000,-81.950000,U,U,A,Enta,,,,,0,,,Unk,unk,,,U,0,U,1995-10-28 00:00:00.000,183,U,1995-10-28 00:00:00.000,,Unk,unk,1995-10-28 00:00:00.000,D,2009-07-09 13:59:06.707
