"MLog","RelDate","RelSite","State","County","City","Waterway","BottomFeed","NatVeg","VegType","MonthsVeg","DisplayType","RelType","MonthsExpWater","Tracker","PartOrg","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
279,1995-09-06 00:00:00.000,Buttonwood canal,FL,Monroe,Flamingo,Everglades,0,0,,"00",U,U,"00",,,dmurphy,363,N,1995-09-06 00:00:00.000,251,U,1995-09-06 00:00:00.000,SWFTm9204B,LPZ,jhackshaw,1995-09-06 00:00:00.000,D,2009-07-09 15:37:31.523
280,1994-07-19 00:00:00.000,Harbor Heights,FL,Charlotte,Harbor Heights,Peace River,0,0,,"00",U,U,"00",,,mlowe,328,N,1994-07-19 00:00:00.000,238,U,1994-07-19 00:00:00.000,,HSSWP,tlinley,1994-06-03 00:00:00.000,D,2009-07-09 15:37:31.523
282,1996-08-20 00:00:00.000,"Dade County , FPL Cutler",FL,Miami/Dade,Miami,FPL Cutler,0,0,,"00",U,U,"00",,,mwalsh,345,N,1996-08-20 00:00:00.000,254,N,1996-08-20 00:00:00.000,,SWF,jpearson,1996-08-20 00:00:00.000,D,2009-07-09 15:37:31.523
285,2006-02-21 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange Park,"Blue Spring, SJR",1,1,hydrilla/hyacinth,"04",F,F,>12,Wildlife Trust,"Wildlife Trust, Blue Spring State Park, Lowry Park",dmurphy,734,N,2006-02-16 00:00:00.000,318,N,2006-02-16 00:00:00.000,released with tag to be monitored by Wildlife Trust.  Dundee was born in captivity in 1986,LPZ,vedmonds,2006-03-04 00:00:00.000,D,2009-07-09 15:37:31.523
285,2007-02-20 00:00:00.000,Orange City,FL,Volusia,Orange City,Blue Spring,1,1,hydrilla / hyacinth,>12,U,U,"00",Wildlife Trust,"Wildlife Trust, Lowry Park Zoo, Disney ",dmurphy,590,N,2007-01-31 00:00:00.000,314,N,2007-01-31 00:00:00.000,"Dundee was captive born on 7-11-1986 at Sea World,Florida.  This was his second release.  Came back in due to some weight loss.",LPZ,vedmonds,2007-03-21 00:00:00.000,D,2009-07-09 15:37:31.523
285,2008-01-08 00:00:00.000,Orange City,FL,Volusia,Orange City,Blue Springs,1,0,,"00",U,U,"00",Monica Ross/Wildlife Trust,"SWF, Wildlife Trust, FWC-Indian River Field Lab,
Blue Springs State Park",sgearhart,497,N,2008-01-08 00:00:00.000,307,N,2007-11-26 00:00:00.000,"Originally released at BSSP from Lowry Park Zoo but brought back in due
to vomiting/regurgitating behavior/these had not been observed while back in.",SWF,bwagoner,2008-02-07 00:00:00.000,D,2009-07-09 15:37:31.523
286,1997-05-27 00:00:00.000,"Caloosahatchee River, Ft Myers, Lee County, Florid",FL,Lee,Ft Myers,Caloosahatchee River,0,0,,"00",U,U,"00",,,dmurphy,523,N,1997-05-27 00:00:00.000,298,N,1997-05-27 00:00:00.000,,LPZ,swinslow,1997-05-27 00:00:00.000,D,2009-07-09 15:37:31.523
288,1993-07-29 00:00:00.000,"Rookery Bay, Henderson Creek",FL,Collier,Ft. Myers,Enchanting Creek,0,0,,"00",U,U,"00",,,dmurphy,290,N,1993-07-29 00:00:00.000,225,N,1993-07-29 00:00:00.000,,LPZ,lsalisbury,1993-07-29 00:00:00.000,D,2009-07-09 15:37:31.523
289,1993-09-07 00:00:00.000,Four mile Point on the Caloosahatchee River,FL,Lee,Cape Coral,Cape Coral,0,0,,"00",U,U,"00",,,dmurphy,326,N,1993-09-07 00:00:00.000,249,N,1993-09-07 00:00:00.000,,LPZ,lsalisbury,1993-06-28 00:00:00.000,D,2009-07-09 15:37:31.523
290,1995-09-06 00:00:00.000,"The Everglades, Monroe County",FL,Monroe,Everglades City,Everglades,0,0,,"00",U,U,"00",,,dmurphy,340,N,1995-09-06 00:00:00.000,283,U,1995-09-06 00:00:00.000,TTB052,LPZ,jhackshaw,1995-09-06 00:00:00.000,D,2009-07-09 15:37:31.523
292,1996-08-20 00:00:00.000,FPL Cutler,FL,Miami/Dade,Miami,Deering Bay,0,0,,"00",U,U,"00",,          ,tcampbell,390,N,1996-08-20 00:00:00.000,251,N,1996-08-20 00:00:00.000,,SWF,rrunnells,1996-09-20 00:00:00.000,ngordon,2022-11-22 09:55:35.487
293,1993-03-25 00:00:00.000,South Dade County.  Deering Bay (2 miles south of ,FL,Miami/Dade,Miami,Deering Bay,0,0,,"00",U,U,"00",,,gbossart,145,N,1993-03-25 00:00:00.000,183,N,1993-03-25 00:00:00.000,,MSQ,jhoyo,1993-03-24 00:00:00.000,D,2009-07-09 15:37:31.523
295,1995-08-25 00:00:00.000,MINWR,FL,Brevard,Cocoa beach,Banana River,0,0,,"00",U,U,"00",,,mrodriguez,365,U,1995-08-25 00:00:00.000,255,U,1995-08-25 00:00:00.000,,MSQ,boucher,1995-08-26 00:00:00.000,D,2009-07-09 15:37:31.523
295,1998-05-19 00:00:00.000,"Everglades National Park, Flamingo/Coot Bay",FL,Monroe,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,mrodriguez,436,N,1998-05-19 00:00:00.000,280,N,1998-05-19 00:00:00.000,,MSQ,boucher,1998-05-13 00:00:00.000,D,2009-07-09 15:37:31.523
297,1994-06-15 00:00:00.000,"FMP Station Boat Ramp, Titusville Causeway, Rt. 40",FL,Brevard,Titusville,Indian River,0,0,,"00",U,U,"00",,,mwalsh,375,N,1994-06-15 00:00:00.000,256,N,1994-06-15 00:00:00.000,,SWF,bwagoner,1993-07-05 00:00:00.000,D,2009-07-09 15:37:31.523
297,2006-06-15 00:00:00.000,Parish Park,FL,Brevard,Titusville,Indian River,1,0,,"00",U,U,"00",,"FWC-Indian River Field Station
SWF",mwalsh,568,N,2006-01-05 00:00:00.000,289,N,2006-01-05 00:00:00.000,"Animal rescued with dependent calf, Twister(SWFTm0511B)
no injuries to calf,both will be released together.",SWF,bwagoner,2006-06-08 00:00:00.000,D,2009-07-09 15:37:31.523
302,1993-09-21 00:00:00.000,Mile Marker 99,FL,Miami/Dade,Keys,Mile Marker 99,0,0,,"00",U,U,"00",,,gbossart,454,N,1993-09-21 00:00:00.000,295,N,1993-09-21 00:00:00.000,,MSQ,jhoyo,1993-09-20 00:00:00.000,D,2009-07-09 15:37:31.523
306,1994-06-08 00:00:00.000,"Merritt Island National Wildlife Refuge (MINWR), B",FL,Brevard,Cocoa,Indian River,0,0,,"00",U,U,"00",,,mwalsh,513,N,1994-06-08 00:00:00.000,280,N,1994-06-08 00:00:00.000,,SWF,bwagoner,1994-06-03 00:00:00.000,D,2009-07-09 15:37:31.523
309,1997-09-25 00:00:00.000,"FP&L Cutler Power Plant, Dade County, Florida",FL,Miami/Dade,Miami,Biscayne bay,0,0,,"00",U,U,"00",,,dbuesse,306,N,1997-09-25 00:00:00.000,251,N,1997-09-25 00:00:00.000,,SWF,rrunnells,1997-08-04 00:00:00.000,D,2009-07-09 15:37:31.523
309,1999-03-04 00:00:00.000,FP&L Cutler Power Plant,FL,Miami/Dade,Miami,Snapper Creek,0,0,,"00",U,U,"00",,,mrodriguez,409,Y,1999-03-04 00:00:00.000,268,N,1999-03-04 00:00:00.000,,MSQ,rrose,1999-02-12 00:00:00.000,D,2009-07-09 15:37:31.523
309,2000-03-01 00:00:00.000,"Blue Springs State Park, Volusia",FL,Volusia,Orange City,Blue Springs,0,0,,"00",U,U,"00",,,mrodriguez,454,Y,2000-03-01 00:00:00.000,271,N,2000-03-01 00:00:00.000,,MSQ,rrose,2000-02-24 00:00:00.000,D,2009-07-09 15:37:31.523
312,1994-09-01 00:00:00.000,"Manatee Staging Area, NASA Causeway, Rt. 405, Bana",FL,Brevard,Cocoa beach,Banana River,0,0,,"00",U,U,"00",,,mwalsh,429,N,1994-09-01 00:00:00.000,274,N,1994-09-01 00:00:00.000,,SWF,bwagoner,1994-08-26 00:00:00.000,D,2009-07-09 15:37:31.523
312,2001-06-22 00:00:00.000,Gilberts Boat Ramp,FL,Monroe,Key Largo,Blackwater Sound,0,0,,"00",U,U,"00",,"FWC, MSQ",mrodriguez,590,U,2001-06-14 00:00:00.000,287,N,2001-06-14 00:00:00.000,"Released with Mirage, this animal was resuced for the second time for entanglment reasons.",MSQ,rrose,2001-06-14 00:00:00.000,dszemer,2010-12-02 14:38:12.140
312,2020-05-20 00:00:00.000,"147 Jasmine street",FL,Monroe,Tavernier,Florida Bay,,,,,,,,Pit Tags,"Dolphin Research Center
Dolphins plus marine mammal responder
FWC Tequesta field station",mrodriguez,590,N,2020-05-20 00:00:00.000,319,N,2020-05-20 00:00:00.000,"Scott was released with ""Spookey""",MSQ,jheyde,2020-05-24 12:03:40.517,D,2020-05-24 12:03:40.517
314,2000-03-15 00:00:00.000,Everglades,FL,Miami/Dade,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,mrodriguez,636,U,2000-03-15 00:00:00.000,274,U,2000-03-15 00:00:00.000,,MSQ,rrose,2000-03-10 00:00:00.000,D,2009-07-09 15:37:31.523
315,2002-02-05 00:00:00.000,Cutler Ridge power plant,FL,Miami/Dade,Miami,Black Creek,0,0,,"00",U,U,"00",,,astamper,613,N,2002-02-05 00:00:00.000,317,N,2002-02-05 00:00:00.000,,LVS,jdavis,2002-05-30 00:00:00.000,D,2009-07-09 15:37:31.523
319,1995-04-13 00:00:00.000,FMP Boat Ramp #7 - Titusville causeway. 80 47 42 N,FL,Brevard,Titusville,Indian River,0,0,,"00",U,U,"00",,,tcampbell,509,N,1995-04-13 00:00:00.000,300,N,1995-04-13 00:00:00.000,,SWF,bwagoner,1995-04-06 00:00:00.000,D,2009-07-09 15:37:31.523
321,1998-04-22 00:00:00.000,"Plantation Inn Boat Ramp, Crystal River",FL,Citrus,Crystal River,Crystal River,0,0,,"00",U,U,"00",,,mwalsh,334,N,1998-04-22 00:00:00.000,246,N,1998-04-22 00:00:00.000,,SWF,bwagoner,1998-04-28 00:00:00.000,D,2009-07-09 15:37:31.523
321,2002-02-13 00:00:00.000,Chassahowitzka National Wildlife Refuge,FL,Citrus,Crystal River,"Crystal River, Kings Bay",1,0,,"00",U,U,"00",Wildlife Trust,,dmurphy,497,N,2002-02-08 00:00:00.000,282,N,2002-02-08 00:00:00.000,,LPZ,tconley,2003-01-30 00:00:00.000,D,2009-07-09 15:37:31.523
321,2005-08-09 00:00:00.000,Chassahowitzka National Wildlife Refuge,FL,Citrus,Crystal River,"Crystal River, Kings Bay",1,1,Seagrass,"04",B,F,"00",WILDLIFE TRUST,"Miami Seaquarium, Lowry Park Zoo, Wildlife Trust",mrodriguez,470,N,2005-08-09 00:00:00.000,286,N,2005-08-09 00:00:00.000,"Manatee has been exposed to fresh water prior to arriving at Miami Seaquarium. 
He was brought to Seaquarium to be exposed to marine water and vegetation",MSQ,sgaudio,2005-08-11 00:00:00.000,D,2009-07-09 15:37:31.523
324,1994-09-30 00:00:00.000,"Indian River, Lake Shephard",FL,Brevard,Cocoa,Indian River,0,0,,"00",U,U,"00",,,mwalsh,634,N,1994-09-30 00:00:00.000,311,N,1994-09-30 00:00:00.000,,SWF,rrunnells,1994-09-27 00:00:00.000,D,2009-07-09 15:37:31.523
325,1994-09-30 00:00:00.000,"Indian River, Lake Shephard.",FL,Brevard,Cocoa,Indian River,0,0,,"00",U,U,"00",,,mwalsh,95,N,1994-09-30 00:00:00.000,173,N,1994-09-30 00:00:00.000,,SWF,rrunnells,1994-09-27 00:00:00.000,D,2009-07-09 15:37:31.523
326,1994-10-07 00:00:00.000,"Merritt Island National Wildlife Refuge, NASA caus",FL,Brevard,Cocoa,Indian River,0,0,,"00",U,U,"00",,,tcampbell,568,N,1994-10-07 00:00:00.000,310,N,1994-10-07 00:00:00.000,,SWF,rrunnells,1994-10-06 00:00:00.000,D,2009-07-09 15:37:31.523
326,2021-05-11 00:00:00.000,Anchorage Park,FL,Palm Beach,North Palm Beach,Earman River,,,,,,,,,,sdirocco,668,N,2021-05-11 00:00:00.000,317,N,2021-05-11 00:00:00.000,Dr. Lydia Staggs was attending vet,SWF,lbraso,2021-05-11 14:29:29.580,D,2021-05-11 14:29:29.580
327,2006-02-20 00:00:00.000,Blue Spring State Park,FL,Volusia,Orange Park,"Blue Spring, SJR",1,0,,"00",F,F,>12,Wildlife Trust,"SWF, Wildlife Trust
Blue springs State Park",cdold,465,N,2006-01-05 00:00:00.000,282,N,2006-01-05 00:00:00.000,"Stoneman was at the Cincinnati Zoo from 9/13/04 until 8/27/05 when
he was transferred back to SWF for future release. Stoneman will be tagged and tracked by Wildlife Trust.",SWF,bwagoner,2006-01-16 00:00:00.000,dszemer,2015-08-21 09:25:35.127
328,1995-04-18 00:00:00.000,"St Lucia River/Bessey Creek. 80 16 32 N, 27 12 12 ",FL,Martin,Stuart,St Lucia River/Bessey Creek,0,0,,"00",U,U,"00",,,mwalsh,763,N,1995-04-18 00:00:00.000,333,N,1995-04-18 00:00:00.000,,SWF,rrunnells,1995-04-06 00:00:00.000,D,2009-07-09 15:37:31.523
330,1998-05-19 00:00:00.000,Everglades National Park Flamingo/Coot Bay.,FL,Miami/Dade,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,gbossart,400,N,1998-05-19 00:00:00.000,262,N,1998-05-19 00:00:00.000, Released with Foster and Aurora,MSQ,boucher,1998-05-13 00:00:00.000,D,2009-07-09 15:37:31.523
333,1999-03-04 00:00:00.000,Biscayne Bay,FL,Miami/Dade,Miami,Biscayne Bay,0,0,,"00",U,U,"00",,,unk,529,U,1999-03-04 00:00:00.000,279,U,1999-03-04 00:00:00.000,,MSQ,unk,1999-03-04 00:00:00.000,D,2009-07-09 15:37:31.523
333,2000-02-22 00:00:00.000,"Blue Springs State Park, Orange City, Volusia Coun",FL,Volusia,Orange City,Blue Springs,0,0,,"00",U,U,"00",,,dmurphy,590,Y,2000-02-22 00:00:00.000,288,U,2000-02-22 00:00:00.000,,LPZ,jhackshaw,2000-01-20 00:00:00.000,D,2009-07-09 15:37:31.523
335,1995-09-28 00:00:00.000,FP&L St Lucie Power Plant at Hutchinson Island.  B,FL,Martin,Hutchinson Island,Blind Creek,1,0,,"00",U,U,"00",,,mrenner,454,N,1995-09-28 00:00:00.000,257,N,1995-09-28 00:00:00.000,,MSQ,boucher,1995-09-26 00:00:00.000,D,2009-07-09 15:37:31.523
337,1997-09-03 00:00:00.000,"J.N.""Ding"" Darling NWR, Sanibel Island",FL,Lee,Sanibel Island,Tarpon Bay Recreation Area canoe ramp,0,0,,"00",U,U,"00",,,tcampbell,361,N,1997-09-03 00:00:00.000,254,N,1997-09-03 00:00:00.000,TSW011,SWF,rrunnells,1997-09-03 00:00:00.000,D,2009-07-09 15:37:31.523
340,1995-06-01 00:00:00.000,"Banana River, Merritt Island",FL,Brevard,Cocoa beach,Banana River,0,0,,"00",U,U,"00",,,tcampbell,320,N,1995-06-01 00:00:00.000,266,N,1995-06-01 00:00:00.000,,SWF,bwagoner,1995-04-24 00:00:00.000,D,2009-07-09 15:37:31.523
341,2000-03-15 00:00:00.000,Coot Bay-Everglades-Monroe,FL,Monroe,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,unk,570,N,2000-03-15 00:00:00.000,297,N,2000-03-15 00:00:00.000,,MSQ,unk,2000-03-15 00:00:00.000,D,2009-07-09 15:37:31.523
343,1995-09-19 00:00:00.000,"Beautiful Island, Caloosahatchie River County(Lee ",FL,Lee,"Beautiful Island,",Caloosahatchie River,0,0,,"00",U,U,"00",,,tcampbell,198,N,1995-09-19 00:00:00.000,237,N,1995-09-19 00:00:00.000,,SWF,bwagoner,1995-09-14 00:00:00.000,D,2009-07-09 15:37:31.523
344,1997-04-29 00:00:00.000,Blue Springs,FL,Volusia,Orange City,St. Johns River,0,0,,"00",U,U,"00",,,tcampbell,230,U,1997-04-29 00:00:00.000,233,U,1997-04-29 00:00:00.000,HS9612,SWF,rrunnells,1997-04-29 00:00:00.000,D,2009-07-09 15:37:31.523
345,1998-05-19 00:00:00.000,"Coot Bay, Everglades National Park, Flamingo, Flor",FL,Monroe,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,mrodriguez,1000,N,1998-05-19 00:00:00.000,313,N,1998-05-19 00:00:00.000,,MSQ,boucher,1998-05-13 00:00:00.000,D,2009-07-09 15:37:31.523
347,1995-06-28 00:00:00.000,North Fort Myers,FL,Lee,Fort Myers,"Hancock creek, Judd park",0,0,,"00",U,U,"00",,,tcampbell,493,N,1995-06-28 00:00:00.000,269,N,1995-06-28 00:00:00.000,"gave birth in captivity SWFTm9511CB, darlene",SWF,bwagoner,1995-05-18 00:00:00.000,D,2009-07-09 15:37:31.523
348,1995-06-28 00:00:00.000,North Fort Myers,FL,Lee,Fort Myers,"Hancock creek, Judd park",0,0,,"00",U,U,"00",,,tcampbell,38,U,1995-06-28 00:00:00.000,132,N,1995-06-28 00:00:00.000,"cookie on calf, mom is Rosanne",SWF,bwagoner,1995-05-18 00:00:00.000,D,2009-07-09 15:37:31.523
349,2000-03-15 00:00:00.000,Coot Bay-Everglades-Monroe,FL,Miami/Dade,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,unk,705,N,2000-03-15 00:00:00.000,282,N,2000-03-15 00:00:00.000,,MSQ,unk,2000-03-15 00:00:00.000,D,2009-07-09 15:37:31.523
350,2004-03-03 00:00:00.000,Black Point Marina,FL,Miami/Dade,Miami,Biscayne Bay,0,0,,"00",U,U,"00",Wildlfie Trust,"MSQ, Wildlife Trust",mrodriguez,445,N,2004-03-03 00:00:00.000,268,N,2004-03-03 00:00:00.000,,MSQ,unk,2004-12-30 00:00:00.000,dszemer,2010-12-06 13:47:03.870
350,2005-06-14 00:00:00.000,Black Point Marina,FL,Miami/Dade,Miami,Biscayne Bay,1,1,Seagrass,"03",B,B,"07",,"Miami Seaquarium, Wildlife Trust, FWCC, Dolphin Re",mrodriguez,488,N,2005-06-14 00:00:00.000,273,N,2005-06-02 00:00:00.000,,MSQ,sgaudio,2005-07-17 00:00:00.000,dszemer,2010-12-06 13:46:24.710
360,1995-08-08 00:00:00.000,"Sarasota Bay, Public boat ramp across from MML",FL,Sarasota,Sarasota,Sarasota Bay,0,0,,"00",U,U,"00",,,bwagoner,565,N,1995-08-08 00:00:00.000,335,N,1995-08-08 00:00:00.000,,SWF,bwagoner,1995-08-08 00:00:00.000,D,2009-07-09 15:37:31.523
361,1995-08-22 00:00:00.000,"Banana River, Merritt Island",FL,Brevard,Cocoa beach,Banana River,0,0,,"00",U,U,"00",,,mwalsh,327,N,1995-08-22 00:00:00.000,261,N,1995-08-22 00:00:00.000,,SWF,bwagoner,1995-07-21 00:00:00.000,D,2009-07-09 15:37:31.523
362,1995-08-15 00:00:00.000,"Conch Key, Monroe County",FL,Monroe,Conch Key,Conch Key,0,0,,"00",U,U,"00",,,mrenner,454,N,1995-08-15 00:00:00.000,285,N,1995-08-15 00:00:00.000,,MSQ,boucher,1995-08-10 00:00:00.000,D,2009-07-09 15:37:31.523
372,2011-02-09 00:00:00.000,Earman Canal,FL,Palm Beach,N. Palm Beach,Southern Basin of Earman Canal,1,1,,"02",F,B,"02",Sea 2 Shore,"Sea 2 Shore, FWC-Tequesta Field Lab
SeaWorld Orlando",sgearhart,898,N,2011-02-09 00:00:00.000,338,N,2010-08-04 00:00:00.000,Holly' release physical will be done the day of release (2/9/2011) including FB and all measurements. Photos will then be sent to Sirenia.,FWS,bwagoner,2011-02-10 16:06:47.750,nadimey,2012-01-30 12:15:04.883
376,1996-10-10 00:00:00.000,"Collier County, Everglades City",FL,Collier,Everglades City,The Everglades,0,0,,"00",U,U,"00",,,unk,243,N,1996-10-10 00:00:00.000,212,N,1996-10-10 00:00:00.000,,SWF,unk,1996-10-10 00:00:00.000,D,2009-07-09 15:37:31.523
378,1996-10-10 00:00:00.000,Collier County Everglades City. Released with SWF-,FL,Collier,Everglades City,The Everglades,0,0,,"00",U,U,"00",,,mwalsh,309,N,1996-10-10 00:00:00.000,234,N,1996-10-10 00:00:00.000,,SWF,bwagoner,1996-01-19 00:00:00.000,D,2009-07-09 15:37:31.523
379,1999-03-18 00:00:00.000,"Everglades National Park. 25 11' 42"" N, 80 55 06 W",FL,Monroe,Flamingo ,Coot Bay,0,0,,"00",U,U,"00",,,dbuesse,345,N,1999-03-18 00:00:00.000,243,N,1999-03-18 00:00:00.000,CTB9605,SWF,bwagoner,1999-04-07 00:00:00.000,dszemer,2010-03-24 10:30:47.683
380,1996-02-13 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,Blue Springs,0,0,,"00",U,U,"00",,,dbuesse,497,N,1996-02-13 00:00:00.000,306,N,1996-02-13 00:00:00.000,,SWF,bwagoner,1996-02-08 00:00:00.000,D,2009-07-09 15:37:31.523
381,1997-05-27 00:00:00.000,"Caloosahatchee River, Ft Myers, Lee County, Florid",FL,Lee,Ft Myers,Caloosahatchee river,0,0,,"00",U,U,"00",,,dmurphy,350,N,1997-05-27 00:00:00.000,250,N,1997-05-27 00:00:00.000,,LPZ,swinslow,1997-05-27 00:00:00.000,D,2009-07-09 15:37:31.523
382,1996-03-22 00:00:00.000," Weeki Wachee Springs, FB ""60""",FL,Hernando,Weeki Wachee,Weeki Wachee Springs,0,0,,"00",U,U,"00",,,dmurphy,354,N,1996-03-22 00:00:00.000,243,U,1996-03-22 00:00:00.000,,LPZ,swinslow,1996-03-11 00:00:00.000,D,2009-07-09 15:37:31.523
384,1996-06-17 00:00:00.000,"Englewood, Sarasota",FL,Sarasota,Englewood,Englewood,0,0,,"00",U,U,"00",,,dmurphy,333,N,1996-06-17 00:00:00.000,267,N,1996-06-17 00:00:00.000,,LPZ,swinslow,1996-04-04 00:00:00.000,D,2009-07-09 15:37:31.523
385,1996-06-17 00:00:00.000,"Englewood, Sarasota",FL,Sarasota,Englewood,Lemon Bay,0,0,,"00",U,U,"00",,,dmurphy,334,N,1996-06-17 00:00:00.000,264,N,1996-06-17 00:00:00.000,,LPZ,swinslow,1996-04-19 00:00:00.000,D,2009-07-09 15:37:31.523
386,1996-07-30 00:00:00.000,"Englewood, Sarasota County",FL,Charlotte,Englewood,Englewood,0,0,,"00",U,U,"00",,,dmurphy,630,N,1996-07-30 00:00:00.000,310,N,1996-07-30 00:00:00.000,,LPZ,swinslow,1996-04-22 00:00:00.000,D,2009-07-09 15:37:31.523
387,1996-06-04 00:00:00.000,"Lee, Ding Darling NWR",FL,Lee,Sanibel,Ding Darling,0,0,,"00",U,U,"00",,,dmurphy,289,N,1996-06-04 00:00:00.000,275,N,1996-06-04 00:00:00.000,,LPZ,swinslow,1996-04-28 00:00:00.000,D,2009-07-09 15:37:31.523
389,1996-06-04 00:00:00.000,"Lee, Ding Darling NWR",FL,Lee,Sanibel,Ding Darling,0,0,,"00",U,U,"00",,,dmurphy,359,N,1996-06-04 00:00:00.000,264,N,1996-06-04 00:00:00.000,,LPZ,swinslow,1996-05-02 00:00:00.000,D,2009-07-09 15:37:31.523
390,2001-05-22 00:00:00.000,Delnor Wiggins State park,FL,Collier,North Naples,TurkeyBay,1,0,,"00",U,U,"00",,"FWC, LPZ",dmurphy,822,N,2001-05-04 00:00:00.000,308,N,2001-05-04 00:00:00.000,,LPZ,jhackshaw,2001-04-03 00:00:00.000,D,2009-07-09 15:37:31.523
398,2002-08-02 00:00:00.000,Ellenton,FL,Manatee,Bradenton,Manatee River,0,0,,"00",U,U,"00",,,astamper,645,N,2002-07-25 00:00:00.000,299,N,2002-07-25 00:00:00.000,,LVS,jdavis,2002-10-23 00:00:00.000,D,2009-07-09 15:37:31.523
405,1997-06-17 00:00:00.000,"Tarpon Bay Recreation Area Canoe Ramp, Sanibel Isl",FL,Lee,Sanibel Island,Tarpon Bay,0,0,,"00",U,U,"00",,,dmurphy,246,N,1997-06-17 00:00:00.000,226,N,1997-06-17 00:00:00.000,,LPZ,swinslow,1997-06-17 00:00:00.000,D,2009-07-09 15:37:31.523
406,1997-10-14 00:00:00.000,"Myakkahatchee Creek, North Port, Sarasota County, ",FL,Sarasota, North Port,Myakkahatchee Creek,0,0,,"00",U,U,"00",,,dmurphy,322,N,1997-10-14 00:00:00.000,254,N,1997-10-14 00:00:00.000,,LPZ,jhackshaw,1997-10-03 00:00:00.000,D,2009-07-09 15:37:31.523
407,1999-03-18 00:00:00.000,"Coot Bay, Everglades National Park, Flamingo , Flo",FL,Miami/Dade,Flamingo,Coot Bay,0,0,,"00",U,U,"00",,,dmurphy,400,N,1999-03-18 00:00:00.000,262,N,1999-03-18 00:00:00.000,,LPZ,jhackshaw,1999-02-25 00:00:00.000,D,2009-07-09 15:37:31.523
408,1996-04-23 00:00:00.000,HSSWP,FL,Citrus,Homosassa,HSSWP,0,0,,"00",U,U,"00",,,mlowe,659,U,1996-04-23 00:00:00.000,312,U,1996-04-23 00:00:00.000,TTB058,HSSWP,tlinley,1995-12-01 00:00:00.000,D,2009-07-09 15:37:31.523
412,1995-08-25 00:00:00.000,MINWR,FL,Brevard,Cocoa beach,Banana River,0,0,,"00",U,U,"00",,,mrenner,397,U,1995-08-25 00:00:00.000,275,U,1995-08-25 00:00:00.000,,MSQ,boucher,1990-09-17 00:00:00.000,D,2009-07-09 15:37:31.523
414,2000-01-28 00:00:00.000,Warm Mineral Springs,FL,Charlotte,Port Charlotte,Warm Mineral Springs,0,0,,"00",U,U,"00",,,dmurphy,250,N,2000-01-28 00:00:00.000,230,N,2000-01-28 00:00:00.000,,LPZ,jhackshaw,2000-01-27 00:00:00.000,D,2009-07-09 15:37:31.523
416,1997-04-29 00:00:00.000,"Master Bayou, St Petersburg, Pinellas County, Flor",FL,Pinellas,Master Bayou,Masters Bayou,0,0,,"00",U,U,"00",,,dmurphy,240,N,1997-04-29 00:00:00.000,234,N,1997-04-29 00:00:00.000,MNW9912,LPZ,swinslow,1997-04-25 00:00:00.000,D,2009-07-09 15:37:31.523
417,1997-09-25 00:00:00.000,FP and L Cutler Power plant,FL,Miami/Dade,Miami,Power plant,0,0,,"00",U,U,"00",,,dbuesse,277,N,1997-09-25 00:00:00.000,245,N,1997-09-25 00:00:00.000,,SWF,bwagoner,1997-09-25 00:00:00.000,D,2009-07-09 15:37:31.523
424,1998-04-20 00:00:00.000,KARS Park in Merritt Island,FL,Brevard,Cocoa,Intercoastal Waterway,0,0,,"00",U,U,"00",,,dbuesse,270,N,1998-04-20 00:00:00.000,231,N,1998-04-20 00:00:00.000,,SWF,bwagoner,1998-03-23 00:00:00.000,D,2009-07-09 15:37:31.523
426,2000-02-16 00:00:00.000,Blue Springs State Park,FL,Volusia,Orange City,Blue Springs,0,0,,"00",U,U,"00",,,mwalsh,420,N,2000-02-16 00:00:00.000,262,N,2000-02-16 00:00:00.000,mom was SWFTm9727,SWF,bwagoner,2000-01-27 00:00:00.000,D,2009-07-09 15:37:31.523
430,1999-10-13 00:00:00.000,"Library Park, behind Islamarada Library",FL,Monroe,Islamorada,Florida Bay,0,0,,"00",U,U,"00",,,mrodriguez,409,N,1999-10-13 00:00:00.000,268,N,1999-10-13 00:00:00.000,Released with Duallly.,MSQ,rrose,1999-09-23 00:00:00.000,dszemer,2010-12-01 13:11:35.390
430,2001-04-05 00:00:00.000,"Islamorada, mm 84 by Public Library",FL,Monroe,Florida Keys,Florida Bay,0,0,,"00",U,U,"00",Kit Kurtin,"FWC, FWS, SMC, DRC, Kit Curtin",mrodriguez,590,U,2001-04-05 00:00:00.000,275,N,2001-03-12 00:00:00.000,Bonnie had been rescued/rehabbed twice for entanglements in her right flipper.  Due to her propensity for entanglement she was to be tracked to gather informaiton on how animals becoome entangled in monofilament.,MSQ,rrose,2001-03-12 00:00:00.000,D,2009-07-09 15:37:31.523
