"MLog","DeathDate","CauseID","OtherText","Euth","DeathLoc","Org","VetID","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
294,2017-11-18 00:00:00.000,Othe,Phoenix had a large granulosa cell tumor. She had maldigestion that allowed a piece of vegetation to pass whole into the small intestine and perforate and create a strangulating scar circumferentially around her intestine.,0,Rehab,MSQ,mrodriguez,"Reproductive tumors have been found in this and other species that have not had offspring. In Phoenix' case,  her boat strike injury kept her from ever having offspring because she was permanently buoyant.",mrodriguez,2017-12-13 15:05:31.253,dszemer,2017-12-14 06:28:39.907
295,2012-10-03 00:00:00.000,Huma,"Impression wounds and internal trauma (vertebral separation, hemorrhagic streaks in the flipper muscle) suggest pinning and struggle.  Local structure information pending.",0,AftRel,MMPL,,,dszemer,2013-02-19 12:20:30.973,D,2013-02-19 12:20:30.973
297,2013-08-04 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:21:01.277,D,2014-01-24 11:21:01.277
298,1998-08-22 00:00:00.000,NaOt,,0,Rehab,UNK,dmurphy,"septicemia, chronic absess in shoulder",unk,1998-08-22 00:00:00.000,D,2009-07-09 10:09:34.293
299,1993-08-08 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"starvation, hooked by fisherman, emaciation",bwagoner,1993-08-09 00:00:00.000,D,2009-07-09 10:09:34.293
300,1993-08-24 00:00:00.000,BoPr,,1,Rehab,UNK,tcampbell,"euthanized-multiple deep cuts, pyothorax, pneumoth",bwagoner,1993-08-25 00:00:00.000,D,2009-07-09 10:09:34.293
301,1993-11-04 00:00:00.000,Othe,,0,Rehab,UNK,gbossart,severe cholitus,jhoyo,1993-11-04 00:00:00.000,D,2009-07-09 10:09:34.293
303,1993-09-27 00:00:00.000,NaOt,,0,Rehab,UNK,tcampbell,"cholonic obstruction, renal failure after surgery",bwagoner,1993-10-06 00:00:00.000,D,2009-07-09 10:09:34.293
304,1986-10-22 00:00:00.000,Othe,,0,Rehab,UNK,unk,,unk,1986-10-22 00:00:00.000,D,2009-07-09 10:09:34.293
305,1995-01-25 00:00:00.000,NaOt,,0,Rehab,UNK,mrenner,"Chronic inappetant, renal disease",jhoyo,1995-01-26 00:00:00.000,D,2009-07-09 10:09:34.293
306,1995-08-25 00:00:00.000,BoUn,,0,AftRel,UNK,mwalsh,,bwagoner,1995-08-25 00:00:00.000,D,2009-07-09 10:09:34.293
307,1993-11-02 00:00:00.000,BoIm,,0,Rehab,UNK,tcampbell,septicemina & toxemia,bwagoner,1993-10-31 00:00:00.000,D,2009-07-09 10:09:34.293
308,1993-11-06 00:00:00.000,NaOt,,0,PriorTr,UNK,mwalsh,intestional contortion,bwagoner,1993-11-09 00:00:00.000,D,2009-07-09 10:09:34.293
311,1994-02-28 00:00:00.000,NaCs,,0,Rehab,UNK,mwalsh,"Cold stress,septicemia",bwagoner,1994-03-03 00:00:00.000,D,2009-07-09 10:09:34.293
314,2000-11-21 00:00:00.000,NaOt,,0,Rehab,UNK,mrodriguez,emaciated,rrose,2000-11-28 00:00:00.000,D,2009-07-09 10:09:34.293
316,1994-06-12 00:00:00.000,BoUn,,0,Rehab,UNK,dmurphy,,lsalisbury,1994-06-13 00:00:00.000,D,2009-07-09 10:09:34.293
317,1994-07-05 00:00:00.000,BoUn,,0,Rehab,UNK,dmurphy,,lsalisbury,1994-07-06 00:00:00.000,D,2009-07-09 10:09:34.293
318,1994-06-18 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,"metabolic exhaustion, septicemia",bwagoner,1994-06-20 00:00:00.000,D,2009-07-09 10:09:34.293
320,1994-07-20 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"chronic untero infection, respiratory collapse",bwagoner,1994-07-21 00:00:00.000,D,2009-07-09 10:09:34.293
321,2017-06-23 00:00:00.000,Unde,,0,AftRel,MMPL,,,dszemer,2018-11-09 09:06:13.013,D,2018-11-09 09:06:13.013
322,1994-10-15 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,Intestinal pneumotosis,rrunnells,1994-10-17 00:00:00.000,D,2009-07-09 10:09:34.293
323,2000-05-30 00:00:00.000,NaOt,,0,Rehab,UNK,dmurphy,bacterial septicemia,jhackshaw,2000-05-31 00:00:00.000,D,2009-07-09 10:09:34.293
324,2002-08-18 00:00:00.000,Deco,"",0,AftRel,MMPL,unk,"carcass too decomposed, Martin County",unk,2002-08-18 00:00:00.000,D,2009-07-09 10:09:34.293
330,2005-12-27 00:00:00.000,Deco,"",0,AftRel,MMPL,unk,Undetermined; too decomposed.  Field necropsy performed at SW Field Station,dszemer,2005-12-27 00:00:00.000,D,2009-07-09 10:09:34.293
331,1995-01-17 00:00:00.000,BoIm,,0,AftRel,UNK,mwalsh,,rrunnells,1995-03-11 00:00:00.000,D,2009-07-09 10:09:34.293
332,1995-02-18 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,Bacterial Septicemia,bwagoner,1995-02-21 00:00:00.000,D,2009-07-09 10:09:34.293
334,1987-06-24 00:00:00.000,Othe,,0,Rehab,UNK,mlowe,,tlinley,1987-06-24 00:00:00.000,D,2009-07-09 10:09:34.293
335,2006-12-01 00:00:00.000,TrGa,,0,AftRel,MMPL,,,dszemer,2018-11-08 11:48:11.163,D,2018-11-08 11:48:11.163
336,1995-03-11 00:00:00.000,BoPr,,0,Rehab,UNK,mwalsh,known animal TfM036,rrunnells,1995-03-11 00:00:00.000,D,2009-07-09 10:09:34.293
337,2019-06-06 00:00:00.000,TrGa,,0,AftRel,MMPL,,,glonati,2019-06-10 13:28:55.717,D,2019-06-10 13:28:55.717
338,1995-03-22 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"Failure to thrive, exposure, one of twins.",rrunnells,1995-03-22 00:00:00.000,D,2009-07-09 10:09:34.293
339,1995-03-23 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"Failure to thrive, one of twins",rrunnells,1995-03-23 00:00:00.000,D,2009-07-09 10:09:34.293
343,2016-04-12 00:00:00.000,NaOt,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:25:55.383,D,2018-11-08 13:25:55.383
346,1995-04-22 00:00:00.000,BoPr,,1,Rehab,,dbuesse,MNE9508,rrunnells,1995-04-21 00:00:00.000,dszemer,2011-05-31 13:52:18.597
351,1995-05-14 00:00:00.000,NaOt,,0,Rehab,UNK,dbuesse,septicemia giving birth to two aborted calves,rrunnells,1995-05-15 00:00:00.000,D,2009-07-09 10:09:34.293
352,1995-08-10 00:00:00.000,BoUn,,0,Rehab,UNK,mwalsh,"Chronic ostromyelitis, had calf SWFTm9517",bwagoner,1995-08-15 00:00:00.000,D,2009-07-09 10:09:34.293
353,1995-05-31 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"blood clots, left lung bottled",bwagoner,1995-05-31 00:00:00.000,D,2009-07-09 10:09:34.293
354,1995-06-02 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,stillborn,dbuesse,1995-06-02 00:00:00.000,D,2009-07-09 10:09:34.293
356,1989-06-08 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,umbillical infection,jpearson,1989-06-08 00:00:00.000,D,2009-07-09 10:09:34.293
357,1995-06-07 00:00:00.000,EnCr,,0,Rehab,UNK,dmurphy,Crab Trap,swinslow,1995-06-08 00:00:00.000,D,2009-07-09 10:09:34.293
359,2007-02-15 00:00:00.000,NaOt,Multiple health issu,0,Rehab,COL,gmyers,animal necropsy performed at Ohio State Univ vet hospital by FMRI Path Techs.  Carcass disposed through OSU. Multiple health issu,dwarmolts,2008-02-20 00:00:00.000,D,2009-07-09 10:09:34.293
363,1995-08-11 00:00:00.000,BoIm,,0,Rehab,UNK,mwalsh,chronic pneumothorax,bwagoner,1995-08-15 00:00:00.000,D,2009-07-09 10:09:34.293
364,1995-08-25 00:00:00.000,Othe,,0,PriorTr,UNK,mrenner,,boucher,1995-08-25 00:00:00.000,D,2009-07-09 10:09:34.293
365,1995-08-28 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,"undetermined, not necropsied",rrunnells,1995-04-21 00:00:00.000,D,2009-07-09 10:09:34.293
366,1989-09-23 00:00:00.000,Othe,,0,Rehab,UNK,unk,,unk,1989-09-23 00:00:00.000,D,2009-07-09 10:09:34.293
367,1995-09-12 00:00:00.000,BoUn,,0,Rehab,UNK,tcampbell,renal failure,rrunnells,1995-09-13 00:00:00.000,D,2009-07-09 10:09:34.293
368,1996-02-12 00:00:00.000,BoUn,,0,Rehab,UNK,tcampbell,,rrunnells,1996-02-13 00:00:00.000,D,2009-07-09 10:09:34.293
370,1995-11-16 00:00:00.000,NaOt,,0,Rehab,UNK,tcampbell,"gastrointestinal obstruction, died during procedur",rrunnells,1995-11-16 00:00:00.000,D,2009-07-09 10:09:34.293
373,1996-01-05 00:00:00.000,NaCs,,0,Rehab,UNK,dmurphy,"MNW9601, Cold Stress, bacterial infection",lsalisbury,1996-01-05 00:00:00.000,D,2009-07-09 10:09:34.293
374,1996-01-20 00:00:00.000,NaOt,,0,Rehab,UNK,dmurphy,Other-pneumonia,lsalisbury,1996-01-20 00:00:00.000,D,2009-07-09 10:09:34.293
375,1996-03-14 00:00:00.000,NaCs,,0,Rehab,UNK,dmurphy,Cold Stress,swinslow,1996-03-14 00:00:00.000,D,2009-07-09 10:09:34.293
377,1990-02-05 00:00:00.000,Othe,,0,PriorTr,UNK,mlowe,"pre-mature, stillborn",tlinley,1990-02-05 00:00:00.000,D,2009-07-09 10:09:34.293
378,2006-10-31 00:00:00.000,TrGa,,0,AftRel,MMPL,unk,,unk,2006-10-31 00:00:00.000,D,2009-07-09 10:09:34.293
383,1996-03-28 00:00:00.000,BoBo,,0,Rehab,UNK,dmurphy,,swinslow,1996-03-28 00:00:00.000,D,2009-07-09 10:09:34.293
384,1997-08-06 00:00:00.000,BoPr,,0,AftRel,UNK,dmurphy,,swinslow,1997-08-06 00:00:00.000,D,2009-07-09 10:09:34.293
387,2000-02-22 00:00:00.000,Unde,,0,AftRel,UNK,dmurphy,possible watercraft,tpitchford,2000-02-23 00:00:00.000,D,2009-07-09 10:09:34.293
388,1990-03-16 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,"natural, premarute",bwagoner,1990-03-23 00:00:00.000,D,2009-07-09 10:09:34.293
389,2003-08-06 00:00:00.000,NaRe,"",0,AftRel,LPZ,unk,,unk,2003-08-06 00:00:00.000,D,2009-07-09 10:09:34.293
390,2003-03-13 00:00:00.000,NaRe,"",0,AftRel,FWCSW,dmurphy,animal very decomposed Red Tide,vedmonds,2003-09-25 00:00:00.000,D,2009-07-09 10:09:34.293
391,1996-05-20 00:00:00.000,Othe,,0,PriorTr,UNK,dmurphy,,swinslow,1996-05-20 00:00:00.000,D,2009-07-09 10:09:34.293
392,1996-07-12 00:00:00.000,Othe,,0,Rehab,UNK,dmurphy,"Undetermined, colitis",swinslow,1996-07-12 00:00:00.000,D,2009-07-09 10:09:34.293
393,1996-06-17 00:00:00.000,BoPr,,0,Rehab,UNK,mwalsh,septcemia,bwagoner,1996-06-17 00:00:00.000,D,2009-07-09 10:09:34.293
394,1996-06-30 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,Septicima,bwagoner,1996-06-30 00:00:00.000,D,2009-07-09 10:09:34.293
395,1996-07-31 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,"Sepsis, pneumonia, possibly premature.",bwagoner,1996-07-31 00:00:00.000,D,2009-07-09 10:09:34.293
396,1996-07-30 00:00:00.000,NaOt,,0,Rehab,UNK,mrenner,"pyrothorax, old watercraft injury",boucher,1996-07-31 00:00:00.000,D,2009-07-09 10:09:34.293
397,2013-10-25 00:00:00.000,Othe,"Vail’s death is preliminarily attributed to complications, such as metabolic decompensation, following his protracted tail infection, surgical interventions and reduced body condition. ",0,Rehab,LVS,enolan,,lmcduffie,2013-10-30 15:28:57.513,D,2013-10-30 15:28:57.513
399,1990-06-01 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,,bwagoner,1990-06-01 00:00:00.000,D,2009-07-09 10:09:34.293
400,1996-08-16 00:00:00.000,Othe,,0,PriorTr,UNK,dbuesse,aborted stillborn,bwagoner,1996-08-16 00:00:00.000,D,2009-07-09 10:09:34.293
401,1996-09-20 00:00:00.000,Othe,,1,Rehab,UNK,unk,"animal was euthanized, non-functioning digestive t",unk,1996-09-20 00:00:00.000,D,2009-07-09 10:09:34.293
402,1996-09-28 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,dehydration & diarriah,bwagoner,1996-09-28 00:00:00.000,D,2009-07-09 10:09:34.293
403,1996-10-16 00:00:00.000,BoIm,,0,Rehab,UNK,dmurphy,,swinslow,1996-10-16 00:00:00.000,D,2009-07-09 10:09:34.293
404,1996-10-21 00:00:00.000,BoUn,,0,Rehab,UNK,dmurphy,,swinslow,1996-10-21 00:00:00.000,D,2009-07-09 10:09:34.293
408,2021-05-01 00:00:00.000,Unde,,0,AftRel,,,,bgreer,2023-10-02 11:05:40.763,D,2023-10-02 11:05:40.763
409,1995-02-20 00:00:00.000,BoBo,,0,Rehab,UNK,gbossart,"Pneunom, superficial",boucher,1995-02-22 00:00:00.000,D,2009-07-09 10:09:34.293
410,1990-06-19 00:00:00.000,Othe,,0,Rehab,LVS,rstevens,stillborn,thopkins,1990-06-19 00:00:00.000,dszemer,2013-06-03 08:27:35.420
411,2020-08-04 00:00:00.000,Othe,multiple complications observed during necropsy,0,Rehab,SWF,sdirocco,,lbraso,2020-08-18 13:35:17.060,D,2020-08-18 13:35:17.060
412,1996-02-16 00:00:00.000,NaOt,,0,PriorTr,UNK,mrenner,"emaciated, enteritus",boucher,1996-02-16 00:00:00.000,D,2009-07-09 10:09:34.293
416,1999-03-18 00:00:00.000,Unde,,0,AftRel,UNK,unk,"MNW9912, too decom found in storm water ret pond",unk,1999-03-18 00:00:00.000,D,2009-07-09 10:09:34.293
418,1990-11-14 00:00:00.000,Othe,,0,Rehab,UNK,mlowe,drowned,tlinley,1990-11-14 00:00:00.000,D,2009-07-09 10:09:34.293
419,1997-04-30 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,Died several hours after rescue at SWF around 9pm.,rrunnells,1997-04-30 00:00:00.000,D,2009-07-09 10:09:34.293
420,1997-05-10 00:00:00.000,NaOt,,0,Rehab,UNK,dbuesse,Withheld pending histopath,rrunnells,1997-05-13 00:00:00.000,D,2009-07-09 10:09:34.293
421,1997-07-15 00:00:00.000,BoIm,,0,Rehab,UNK,mwalsh,,bwagoner,1997-07-31 00:00:00.000,D,2009-07-09 10:09:34.293
422,1997-06-14 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,neonate,bwagoner,1997-06-14 00:00:00.000,D,2009-07-09 10:09:34.293
423,1997-07-31 00:00:00.000,Othe,,0,Trans,UNK,mwalsh,"colitius, reduced blubber layer, died in transport",bwagoner,1997-07-31 00:00:00.000,D,2009-07-09 10:09:34.293
425,1997-12-08 00:00:00.000,BoIm,,0,Rehab,UNK,dbuesse,Severe lung abcess,bwagoner,1997-12-16 00:00:00.000,D,2009-07-09 10:09:34.293
426,2005-01-19 00:00:00.000,BoBo,,1,Rehab,SWF,sgearhart,"Animal was originall rescued on 11/10/97 along with his mother ""Mercury"" who was injured. Comet spent some time at the Columbus Zoo,Ohio. He was then released at Blue Springs State Park on 2/16/2000 until he was rescued again on 12/30/2003 due to inj",bwagoner,2005-01-27 00:00:00.000,D,2009-07-09 10:09:34.293
427,1990-11-16 00:00:00.000,Othe,,0,Rehab,UNK,mlowe,septicemia,tlinley,1990-11-16 00:00:00.000,D,2009-07-09 10:09:34.293
428,1998-04-23 00:00:00.000,BoPr,,1,Rehab,UNK,mwalsh,enthanized,bwagoner,1998-04-27 00:00:00.000,D,2009-07-09 10:09:34.293
429,2000-05-06 00:00:00.000,NaOt,,0,Rehab,UNK,sgearhart,chronic neuromuscular disease,bwagoner,2000-05-08 00:00:00.000,D,2009-07-09 10:09:34.293
430,2016-10-01 00:00:00.000,BoIm,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:33:44.847,D,2018-11-08 13:33:44.847
431,1998-01-10 00:00:00.000,NaCs,,0,Rehab,UNK,dbuesse,Cold stress,bwagoner,1998-01-13 00:00:00.000,D,2009-07-09 10:09:34.293
432,1998-02-03 00:00:00.000,BoPr,,0,Rehab,UNK,dbuesse,"pyothorax to right side, damaged v ertebrate",bwagoner,1998-02-11 00:00:00.000,D,2009-07-09 10:09:34.293
434,2024-04-21 00:00:00.000,NaOt,Animal was found deceased upon arrival in am.   Necropsy results pending.   ,0,Rehab,,,,mlippincot,2024-04-29 07:54:08.793,D,2024-04-29 07:54:08.793
435,1991-03-09 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,intestinal tract infection,jpearson,1991-03-09 00:00:00.000,D,2009-07-09 10:09:34.293
437,1998-03-24 00:00:00.000,NaCs,,0,Rehab,UNK,mwalsh,"cold stress, metabolic exhaustion, parasites",bwagoner,1998-03-25 00:00:00.000,D,2009-07-09 10:09:34.293
438,2001-01-17 00:00:00.000,NaCs,"",0,AftRel,MMPL,unk,"Jeb was found dead in the Indian River, near Vero beach. Thisanimal was originally trached in 19987 bu USGS Cold Stress",tpitchford,2001-01-22 00:00:00.000,D,2009-07-09 10:09:34.293
439,1998-04-25 00:00:00.000,BoIm,,0,Rehab,UNK,mwalsh,impact to head & spine,bwagoner,1998-04-27 00:00:00.000,D,2009-07-09 10:09:34.293
440,2004-04-22 00:00:00.000,BoBo,,1,Rehab,SWF,bnolan,"Severe pleuritis of the left pleural cavity comprising left lung.  Left ribs #12-15 luxated at spine, left ribs #10 and 11 fractured.  Open chest wound overlying left ribs #11-14 with rib exposure.",rrunnells,2004-04-23 00:00:00.000,D,2009-07-09 10:09:34.293
444,2006-03-14 00:00:00.000,EnMo,,0,AftRel,MMPL,unk,,nadimey,2006-03-14 00:00:00.000,D,2009-07-09 10:09:34.293
447,2015-09-19 00:00:00.000,BoPr,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:01:43.740,D,2018-11-08 13:01:43.740
449,2013-03-29 00:00:00.000,Unde,too decomposed,0,AftRel,MMPL,,,dszemer,2013-04-12 08:01:52.323,D,2013-04-12 08:01:52.323
450,1999-08-14 00:00:00.000,BoPr,,0,Rehab,UNK,dbuesse,"prop cuts on dorsal, one throught skull",bwagoner,1999-08-17 00:00:00.000,D,2009-07-09 10:09:34.293
452,1999-03-17 00:00:00.000,BoPr,,0,Trans,UNK,unk,died in transport,unk,1999-03-17 00:00:00.000,D,2009-07-09 10:09:34.293
454,1999-11-14 00:00:00.000,BoPr,,1,Rehab,UNK,sgearhart,euthanized due to severe loss of paddle & infectio,sgearhart,1999-11-17 00:00:00.000,D,2009-07-09 10:09:34.293
455,2000-01-02 00:00:00.000,NaCs,,0,Rehab,UNK,mwalsh,Cold stress,bwagoner,2000-02-12 00:00:00.000,D,2009-07-09 10:09:34.293
456,1991-09-13 00:00:00.000,Othe,,0,Rehab,UNK,tcampbell,"Hemorrage, trauma during birth",bwagoner,1991-09-17 00:00:00.000,D,2009-07-09 10:09:34.293
457,1999-09-30 00:00:00.000,Othe,,0,Rehab,UNK,mrodriguez,"DRCTm9901, . metabolic shutdown",rrose,1999-09-30 00:00:00.000,D,2009-07-09 10:09:34.293
458,1997-03-09 00:00:00.000,Othe,,0,Rehab,UNK,rstevens,died during transfer,thopkins,1997-03-10 00:00:00.000,D,2009-07-09 10:09:34.293
459,1991-10-11 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,fetal retention,bwagoner,1991-10-14 00:00:00.000,D,2009-07-09 10:09:34.293
460,2011-12-27 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2012-01-05 13:10:47.410,D,2012-01-05 13:10:47.410
461,2013-12-04 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2014-01-24 11:36:23.053,D,2014-01-24 11:36:23.053
463,2018-04-23 00:00:00.000,Deco,,0,Rehab,HSSWP,,"Necropsy performed at MMPL 4/25/2018. ""The most significant finding on gross necropsy was a cecum impaction with fibrous material."" See necropsy report for full details.",ngordon,2020-04-24 14:14:02.530,D,2020-04-24 14:14:02.530
464,2011-08-16 00:00:00.000,Othe,Did not recover from anesthesia.,0,Rehab,HSSWP,rball,"This manatee was sedated for a mammary biopsy to help determine her release status in regards to a suspicious mammary swelling.  The procedure did produce a biopsy, several ultrasound images, and an aspirate of the axillary lymph node, but she failed to recover from the sedation.",slowe,2011-08-17 11:47:32.003,D,2011-08-17 11:47:32.003
466,1974-05-01 00:00:00.000,Unde,,0,Rehab,UNK,unk,severe bloating,unk,1974-05-01 00:00:00.000,D,2009-07-09 10:09:34.293
467,1976-01-04 00:00:00.000,BoPr,,0,Rehab,UNK,dbuesse,,bwagoner,1976-01-04 00:00:00.000,D,2009-07-09 10:09:34.293
469,2015-12-17 00:00:00.000,NaOt,"Necropsy report summary and post-mortem findings: large ovarian masses, thickened ventricular myocardium and small lumen left ventricle, enlarged liver.",0,Rehab,HSSWP,rball,"Histopathology findings include: metastatic granulosa cell tumor, ovarian luteoma, chronic kidney disease, cardiomyopathy, pulmonary edema. ",tfowler,2016-04-19 06:53:01.330,D,2016-04-19 06:53:01.330
470,1976-12-09 00:00:00.000,Othe,,0,Rehab,UNK,dbuesse,Natural-acute enteritus,rrunnells,1976-12-09 00:00:00.000,D,2009-07-09 10:09:34.293
471,1976-10-23 00:00:00.000,Othe,,0,PriorTr,UNK,dbuesse,"Natural-starvation, bacterial invasion",bwagoner,1976-10-23 00:00:00.000,D,2009-07-09 10:09:34.293
472,1976-10-23 00:00:00.000,Othe,,0,PriorTr,UNK,dbuesse,Natural-possible starvation w/ bacerial infection,bwagoner,1976-10-23 00:00:00.000,D,2009-07-09 10:09:34.293
473,2010-02-03 00:00:00.000,NaCs,,0,AftRel,MMPL,,,dszemer,2010-04-19 10:38:33.567,D,2010-04-19 10:38:33.567
474,1984-02-22 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,"olchronic metritis, fibrosis, other organs, polyps",bwagoner,1984-02-22 00:00:00.000,D,2009-07-09 10:09:34.293
475,1978-10-22 00:00:00.000,Unde,,0,Rehab,UNK,mwalsh,possible pneumonia?,bwagoner,1978-10-22 00:00:00.000,D,2009-07-09 10:09:34.293
476,1979-02-05 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,"double pneumonia, possiblr bacterial infection",bwagoner,1979-02-05 00:00:00.000,D,2009-07-09 10:09:34.293
477,1979-02-13 00:00:00.000,Unde,,0,PriorTr,JFO,mwalsh,,bwagoner,1979-02-13 00:00:00.000,D,2009-07-09 10:09:34.293
478,1979-07-19 00:00:00.000,BoIm,,0,Rehab,UNK,mwalsh,,bwagoner,1979-07-19 00:00:00.000,D,2009-07-09 10:09:34.293
479,1979-05-29 00:00:00.000,NaOt,,0,PriorTr,UNK,mwalsh,subplueral abscess,bwagoner,1979-05-29 00:00:00.000,D,2009-07-09 10:09:34.293
480,1979-09-05 00:00:00.000,BoPr,,0,PriorTr,UNK,mwalsh,"exposed lung, open cavity",bwagoner,1979-09-05 00:00:00.000,D,2009-07-09 10:09:34.293
481,1980-09-17 00:00:00.000,EnCr,,0,Rehab,UNK,mwalsh,"infection from crab trap line, fixed humerous",bwagoner,1980-09-17 00:00:00.000,D,2009-07-09 10:09:34.293
482,1980-01-27 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,severe dermatitus & related sepsus,bwagoner,1980-01-27 00:00:00.000,D,2009-07-09 10:09:34.293
484,1976-06-23 00:00:00.000,Othe,,0,Rehab,UNK,mwalsh,bacterial infection,dbuesse,1976-06-23 00:00:00.000,D,2009-07-09 10:09:34.293
485,1993-01-11 00:00:00.000,NaOt,,0,Rehab,UNK,dmurphy,"SOM-3, l;ymphacytic leukemia",unk,1993-01-11 00:00:00.000,D,2009-07-09 10:09:34.293
486,1981-09-08 00:00:00.000,Unde,,0,Rehab,UNK,mwalsh,gastrointestinal disorder,bwagoner,1981-09-08 00:00:00.000,D,2009-07-09 10:09:34.293
487,1981-05-16 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,encephalitis of bacterial origin,bwagoner,1981-05-16 00:00:00.000,D,2009-07-09 10:09:34.293
488,2018-09-18 00:00:00.000,NaRe,,0,AftRel,MMPL,,"Significant levels of brevetoxin detected in liver, lung, stomach contents, urine.",glonati,2019-05-13 12:33:12.430,D,2019-05-13 12:33:12.430
489,1984-07-21 00:00:00.000,BoPr,,0,PriorTr,UNK,mwalsh,,bwagoner,1984-07-21 00:00:00.000,D,2009-07-09 10:09:34.293
490,1984-08-18 00:00:00.000,NaOt,,0,Rehab,UNK,mwalsh,"dermal, pleural & pulmonary mycosis",bwagoner,1984-08-18 00:00:00.000,D,2009-07-09 10:09:34.293
491,1984-09-24 00:00:00.000,BoIm,,0,Rehab,UNK,mwalsh,,bwagoner,1984-09-24 00:00:00.000,D,2009-07-09 10:09:34.293
493,2017-04-03 00:00:00.000,Unde,,0,Rehab,SWF,michelled,,lbraso,2019-08-18 08:11:27.567,D,2019-08-18 08:11:27.567
494,1991-04-09 00:00:00.000,BoIm,,0,AftRel,FWCSW,,Necropsy done by SWFL (FIO) P. Nabor.,dszemer,2019-07-18 09:33:20.540,D,2019-07-18 09:33:20.540
495,1976-03-19 00:00:00.000,Othe,,0,Rehab,UNK,unk,entertoxemia,unk,1976-03-19 00:00:00.000,D,2009-07-09 10:09:34.293
496,2018-08-28 00:00:00.000,Deco,,0,AftRel,FWCT,,,ngordon,2018-09-08 12:24:37.530,D,2018-09-08 12:24:37.530
497,2010-11-18 00:00:00.000,Othe,The decision was made to euthanize the animal based on his deterioration due to clinical condition.,1,Rehab,SWF,sgearhart,,bwagoner,2010-12-22 15:53:39.577,D,2010-12-22 15:53:39.577
502,2000-04-11 00:00:00.000,BoPr,,0,PriorTr,UNK,dbuesse,REC0007,bwagoner,2000-04-11 00:00:00.000,D,2009-07-09 10:09:34.293
507,1986-10-22 00:00:00.000,Othe,,0,Rehab,UNK,unk,,unk,1986-10-22 00:00:00.000,D,2009-07-09 10:09:34.293
514,1996-02-14 00:00:00.000,Unde,,0,PriorTr,UNK,dbuesse,,bwagoner,1996-02-14 00:00:00.000,D,2009-07-09 10:09:34.293
515,1996-10-22 00:00:00.000,BoPr,,0,PriorTr,UNK,dbuesse,open prop wounds along entire length of body,bwagoner,1996-10-22 00:00:00.000,D,2009-07-09 10:09:34.293
519,1998-02-17 00:00:00.000,NaCs,,0,Rehab,UNK,mwalsh,"metabolic exhaustion, secondary to cold stress",bwagoner,1998-02-19 00:00:00.000,D,2009-07-09 10:09:34.293
520,2001-10-23 00:00:00.000,Deco,"",0,AftRel,MMPL,unk,carcass too decomposed,unk,2001-10-23 00:00:00.000,D,2009-07-09 10:09:34.293
523,1999-05-06 00:00:00.000,Othe,,0,PriorTr,UNK,mwalsh, acute trauma to head,rrunnells,1999-05-06 00:00:00.000,D,2009-07-09 10:09:34.293
525,1995-05-02 00:00:00.000,Huma,"died during net capture to retag, capture myopathy",0,AftRel,,unk,,swright,1991-06-20 00:00:00.000,dszemer,2011-05-04 13:54:01.863
534,2016-02-04 00:00:00.000,BoPr,,0,AftRel,MMPL,,,dszemer,2018-11-08 13:15:57.597,D,2018-11-08 13:15:57.597
535,2001-05-01 00:00:00.000,NaCs,"",0,Resc,LPZ,dmurphy,"dependent calf alone, cold andlethargic Cold stress",jhackshaw,2001-05-09 00:00:00.000,D,2009-07-09 10:09:34.293
536,2001-12-07 00:00:00.000,BoIm,,0,Rehab,LPZ,dmurphy,Rescued at CRNWR in Nov. USGS attached a tether to track,dmurphy,2001-12-07 00:00:00.000,D,2009-07-09 10:09:34.293
